## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/ATAC_D8_repl_2_HDACi_S40_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/ATAC_D8_repl_2_HDACi_S40_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/ATAC_D8_repl_2_HDACi_S40_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Aug 19 04:46:31 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1086	44060791	18541687	0	466	12637141	491820	0.286813	62825991

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
71.0	1.999322	77	0	90
72.0	1.999322	91	0	88
73.0	1.999322	88	0	68
74.0	1.999322	61	0	60
75.0	1.999322	66	0	62
76.0	1.999322	66	0	64
77.0	1.999322	61	0	72
78.0	1.999322	57	0	54
79.0	1.999322	64	0	54
80.0	1.999322	52	0	62
81.0	1.999322	52	0	54
82.0	1.999322	62	0	59
83.0	1.999322	52	0	46
84.0	1.999322	56	0	47
85.0	1.999322	43	0	39
86.0	1.999322	35	0	48
87.0	1.999322	60	0	56
88.0	1.999322	43	0	48
89.0	1.999322	51	0	41
90.0	1.999322	33	0	20
91.0	1.999322	29	0	42
92.0	1.999322	38	0	47
93.0	1.999322	43	0	24
94.0	1.999322	27	0	32
95.0	1.999322	37	0	42
96.0	1.999322	25	0	28
97.0	1.999322	34	0	29
98.0	1.999322	31	0	43
99.0	1.999322	53	0	37
100.0	1.999322	39	0	32
101.0	0	23	0	43
102.0	0	41	0	18
103.0	0	27	0	39
104.0	0	34	0	25
105.0	0	27	0	25
106.0	0	30	0	34
107.0	0	26	0	23
108.0	0	26	0	22
109.0	0	16	0	16
110.0	0	17	0	15
111.0	0	21	0	19
112.0	0	16	0	20
113.0	0	19	0	25
114.0	0	21	0	19
115.0	0	15	0	18
116.0	0	26	0	22
117.0	0	18	0	16
118.0	0	18	0	19
119.0	0	19	0	33
120.0	0	27	0	28
121.0	0	28	0	18
122.0	0	26	0	22
123.0	0	12	0	21
124.0	0	22	0	16
125.0	0	21	0	18
126.0	0	17	0	16
127.0	0	21	0	20
128.0	0	18	0	16
129.0	0	14	0	9
130.0	0	9	0	10
131.0	0	16	0	15
132.0	0	10	0	11
133.0	0	17	0	16
134.0	0	9	0	19
135.0	0	16	0	15
136.0	0	17	0	13
137.0	0	13	0	11
138.0	0	15	0	17
139.0	0	14	0	9
140.0	0	13	0	10
141.0	0	12	0	10
142.0	0	9	0	16
143.0	0	7	0	11
144.0	0	10	0	8
145.0	0	14	0	14
146.0	0	15	0	12
147.0	0	14	0	10
148.0	0	6	0	7
149.0	0	7	0	8
150.0	0	10	0	12
151.0	0	7	0	10
152.0	0	9	0	9
153.0	0	16	0	8
154.0	0	10	0	10
155.0	0	8	0	2
156.0	0	6	0	9
157.0	0	3	0	2
158.0	0	8	0	7
159.0	0	5	0	9
160.0	0	2	0	7
161.0	0	13	0	14
162.0	0	7	0	10
163.0	0	11	0	9
164.0	0	12	0	11
165.0	0	9	0	7
166.0	0	10	0	6
167.0	0	7	0	7
168.0	0	6	0	8
169.0	0	7	0	7
170.0	0	8	0	7
171.0	0	6	0	5
172.0	0	5	0	1
173.0	0	3	0	6
174.0	0	4	0	8
175.0	0	7	0	6
176.0	0	4	0	5
177.0	0	8	0	5
178.0	0	5	0	8
179.0	0	10	0	6
180.0	0	3	0	3
181.0	0	3	0	6
182.0	0	7	0	9
183.0	0	5	0	3
184.0	0	9	0	5
185.0	0	3	0	6
186.0	0	5	0	4
187.0	0	8	0	9
188.0	0	3	0	6
189.0	0	8	0	3
190.0	0	7	0	7
191.0	0	3	0	2
192.0	0	6	0	5
193.0	0	4	0	4
194.0	0	3	0	2
195.0	0	6	0	5
196.0	0	3	0	3
197.0	0	4	0	4
198.0	0	4	0	4
199.0	0	2	0	2
200.0	0	2	0	4
201.0	0	6	0	7
202.0	0	1	0	5
203.0	0	5	0	4
204.0	0	6	0	4
205.0	0	5	0	5
206.0	0	6	0	3
207.0	0	4	0	1
208.0	0	3	0	4
209.0	0	1	0	1
210.0	0	0	0	3
211.0	0	3	0	0
212.0	0	3	0	2
213.0	0	2	0	1
214.0	0	2	0	3
215.0	0	0	0	2
216.0	0	3	0	2
217.0	0	3	0	5
218.0	0	3	0	2
219.0	0	3	0	5
220.0	0	4	0	5
221.0	0	5	0	4
222.0	0	2	0	1
223.0	0	2	0	1
224.0	0	3	0	5
225.0	0	2	0	1
226.0	0	1	0	6
227.0	0	3	0	4
228.0	0	3	0	3
229.0	0	8	0	5
230.0	0	2	0	5
231.0	0	5	0	1
232.0	0	2	0	2
233.0	0	5	0	1
234.0	0	1	0	0
235.0	0	3	0	2
236.0	0	1	0	2
238.0	0	2	0	3
239.0	0	3	0	1
240.0	0	2	0	6
241.0	0	1	0	1
242.0	0	4	0	1
243.0	0	1	0	2
244.0	0	1	0	2
245.0	0	2	0	2
246.0	0	2	0	2
247.0	0	3	0	3
248.0	0	0	0	5
249.0	0	5	0	3
250.0	0	2	0	1
251.0	0	4	0	4
252.0	0	1	0	3
253.0	0	3	0	2
254.0	0	3	0	1
255.0	0	3	0	0
256.0	0	2	0	0
257.0	0	1	0	0
258.0	0	1	0	1
259.0	0	0	0	1
260.0	0	0	0	1
261.0	0	0	0	1
262.0	0	2	0	2
263.0	0	1	0	2
264.0	0	1	0	2
266.0	0	4	0	1
267.0	0	1	0	2
268.0	0	2	0	2
269.0	0	0	0	2
270.0	0	0	0	2
271.0	0	2	0	1
272.0	0	3	0	0
273.0	0	1	0	2
274.0	0	1	0	1
275.0	0	3	0	0
276.0	0	1	0	1
277.0	0	0	0	1
278.0	0	0	0	2
279.0	0	3	0	0
280.0	0	2	0	0
281.0	0	0	0	1
282.0	0	0	0	2
283.0	0	0	0	2
284.0	0	3	0	1
285.0	0	2	0	1
286.0	0	1	0	1
288.0	0	1	0	0
289.0	0	1	0	2
290.0	0	0	0	2
291.0	0	2	0	0
292.0	0	1	0	1
294.0	0	2	0	2
295.0	0	0	0	1
296.0	0	1	0	2
297.0	0	2	0	2
298.0	0	3	0	1
299.0	0	2	0	2
300.0	0	1	0	0
302.0	0	0	0	2
303.0	0	1	0	0
304.0	0	2	0	3
306.0	0	1	0	2
307.0	0	2	0	0
310.0	0	1	0	0
311.0	0	0	0	1
313.0	0	1	0	0
314.0	0	1	0	0
316.0	0	1	0	1
317.0	0	0	0	1
319.0	0	0	0	1
320.0	0	0	0	1
321.0	0	2	0	1
323.0	0	1	0	1
324.0	0	0	0	2
325.0	0	2	0	1
326.0	0	1	0	0
327.0	0	1	0	2
328.0	0	1	0	1
329.0	0	2	0	0
330.0	0	0	0	1
331.0	0	0	0	1
332.0	0	1	0	1
333.0	0	2	0	2
334.0	0	0	0	1
335.0	0	1	0	0
336.0	0	3	0	0
338.0	0	0	0	1
339.0	0	0	0	1
340.0	0	0	0	2
341.0	0	1	0	1
342.0	0	2	0	0
344.0	0	1	0	0
346.0	0	0	0	1
347.0	0	1	0	0
349.0	0	0	0	1
350.0	0	1	0	0
351.0	0	0	0	1
353.0	0	1	0	1
355.0	0	1	0	1
356.0	0	1	0	0
358.0	0	1	0	0
359.0	0	0	0	2
361.0	0	1	0	1
365.0	0	1	0	1
368.0	0	2	0	1
369.0	0	0	0	1
371.0	0	1	0	0
372.0	0	0	0	1
373.0	0	1	0	0
376.0	0	1	0	1
381.0	0	0	0	1
382.0	0	1	0	0
384.0	0	1	0	0
387.0	0	0	0	1
390.0	0	0	0	1
395.0	0	0	0	1
396.0	0	1	0	0
397.0	0	1	0	0
398.0	0	1	0	1
403.0	0	0	0	1
404.0	0	1	0	0
406.0	0	1	0	0
414.0	0	0	0	1
419.0	0	1	0	0
431.0	0	0	0	1
438.0	0	1	0	1
440.0	0	1	0	0
442.0	0	0	0	1
443.0	0	1	0	1
444.0	0	1	0	1
445.0	0	0	0	1
446.0	0	0	0	1
448.0	0	1	0	0
449.0	0	1	0	0
452.0	0	1	0	0
458.0	0	0	0	1
463.0	0	1	0	0
471.0	0	0	0	1
478.0	0	1	0	0
479.0	0	0	0	1
483.0	0	1	0	1
487.0	0	1	0	0
494.0	0	0	0	1
495.0	0	0	0	1
501.0	0	1	0	0
502.0	0	1	0	0
536.0	0	0	0	1
541.0	0	1	0	0
547.0	0	0	0	1
553.0	0	1	0	0
596.0	0	0	0	1
604.0	0	0	0	1
608.0	0	1	0	0
611.0	0	1	0	0
664.0	0	0	0	1
669.0	0	0	0	1
672.0	0	1	0	0
679.0	0	1	0	0
752.0	0	0	0	1
763.0	0	1	0	0
1053.0	0	0	0	1
1067.0	0	1	0	0
1073.0	0	0	0	1
1079.0	0	1	0	0
1209.0	0	0	0	1
1225.0	0	1	0	0

