## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/ATAC_D8_repl_2_LSD1i_S41_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/ATAC_D8_repl_2_LSD1i_S41_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/ATAC_D8_repl_2_LSD1i_S41_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Aug 19 04:20:54 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1424	48257632	18918252	0	637	18726678	512622	0.388057	45371416

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
70.0	1.536402	136	0	140
71.0	1.536402	121	0	120
72.0	1.536402	138	0	117
73.0	1.536402	123	0	137
74.0	1.536402	130	0	114
75.0	1.536402	111	0	114
76.0	1.536402	101	0	114
77.0	1.536402	109	0	112
78.0	1.536402	114	0	120
79.0	1.536402	124	0	92
80.0	1.536402	93	0	95
81.0	1.536402	96	0	108
82.0	1.536402	85	0	90
83.0	1.536402	103	0	93
84.0	1.536402	95	0	80
85.0	1.536402	65	0	72
86.0	1.536402	81	0	87
87.0	1.536402	89	0	88
88.0	1.536402	93	0	101
89.0	1.536402	78	0	66
90.0	1.536402	76	0	75
91.0	1.536402	82	0	74
92.0	1.536402	66	0	68
93.0	1.536402	69	0	52
94.0	1.536402	46	0	59
95.0	1.536402	72	0	62
96.0	1.536402	56	0	51
97.0	1.536402	46	0	53
98.0	1.536402	51	0	55
99.0	1.536402	66	0	49
100.0	1.536402	41	0	51
101.0	0	57	0	68
102.0	0	58	0	38
103.0	0	44	0	43
104.0	0	53	0	51
105.0	0	37	0	51
106.0	0	39	0	36
107.0	0	53	0	48
108.0	0	42	0	50
109.0	0	46	0	44
110.0	0	48	0	44
111.0	0	40	0	38
112.0	0	45	0	46
113.0	0	45	0	38
114.0	0	28	0	35
115.0	0	38	0	36
116.0	0	35	0	33
117.0	0	35	0	29
118.0	0	30	0	31
119.0	0	29	0	28
120.0	0	36	0	38
121.0	0	30	0	28
122.0	0	27	0	35
123.0	0	38	0	26
124.0	0	25	0	21
125.0	0	19	0	18
126.0	0	27	0	23
127.0	0	28	0	29
128.0	0	17	0	21
129.0	0	24	0	24
130.0	0	21	0	19
131.0	0	20	0	16
132.0	0	23	0	22
133.0	0	20	0	31
134.0	0	23	0	24
135.0	0	23	0	26
136.0	0	32	0	31
137.0	0	24	0	17
138.0	0	24	0	21
139.0	0	23	0	27
140.0	0	16	0	23
141.0	0	28	0	28
142.0	0	27	0	24
143.0	0	25	0	25
144.0	0	28	0	21
145.0	0	19	0	19
146.0	0	21	0	16
147.0	0	15	0	19
148.0	0	21	0	19
149.0	0	19	0	15
150.0	0	17	0	14
151.0	0	11	0	21
152.0	0	10	0	12
153.0	0	21	0	14
154.0	0	13	0	14
155.0	0	15	0	18
156.0	0	14	0	10
157.0	0	14	0	17
158.0	0	15	0	15
159.0	0	13	0	11
160.0	0	18	0	16
161.0	0	13	0	12
162.0	0	14	0	16
163.0	0	14	0	11
164.0	0	18	0	15
165.0	0	11	0	18
166.0	0	11	0	9
167.0	0	11	0	12
168.0	0	14	0	11
169.0	0	10	0	13
170.0	0	19	0	18
171.0	0	7	0	9
172.0	0	11	0	11
173.0	0	11	0	9
174.0	0	9	0	14
175.0	0	16	0	9
176.0	0	10	0	11
177.0	0	9	0	8
178.0	0	10	0	9
179.0	0	7	0	11
180.0	0	8	0	8
181.0	0	19	0	12
182.0	0	12	0	14
183.0	0	11	0	9
184.0	0	8	0	11
185.0	0	5	0	13
186.0	0	10	0	1
187.0	0	15	0	7
188.0	0	7	0	9
189.0	0	3	0	8
190.0	0	13	0	7
191.0	0	5	0	12
192.0	0	7	0	13
193.0	0	12	0	13
194.0	0	10	0	8
195.0	0	12	0	7
196.0	0	11	0	8
197.0	0	10	0	5
198.0	0	5	0	8
199.0	0	7	0	7
200.0	0	6	0	6
201.0	0	5	0	9
202.0	0	12	0	8
203.0	0	10	0	9
204.0	0	6	0	3
205.0	0	6	0	6
206.0	0	6	0	7
207.0	0	4	0	6
208.0	0	7	0	0
209.0	0	3	0	7
210.0	0	2	0	2
211.0	0	5	0	5
212.0	0	5	0	6
213.0	0	3	0	6
214.0	0	6	0	9
215.0	0	6	0	6
216.0	0	5	0	1
217.0	0	3	0	8
218.0	0	6	0	8
219.0	0	13	0	8
220.0	0	3	0	5
221.0	0	7	0	10
222.0	0	9	0	5
223.0	0	2	0	4
224.0	0	8	0	7
225.0	0	8	0	4
226.0	0	2	0	3
227.0	0	5	0	5
228.0	0	6	0	7
229.0	0	4	0	5
230.0	0	2	0	4
231.0	0	13	0	6
232.0	0	4	0	5
233.0	0	3	0	5
234.0	0	5	0	2
235.0	0	3	0	1
236.0	0	5	0	8
237.0	0	2	0	4
238.0	0	7	0	6
239.0	0	6	0	8
240.0	0	5	0	4
241.0	0	7	0	4
242.0	0	3	0	3
243.0	0	5	0	2
244.0	0	3	0	8
245.0	0	5	0	3
246.0	0	5	0	2
247.0	0	2	0	3
248.0	0	2	0	3
249.0	0	3	0	1
250.0	0	4	0	8
251.0	0	4	0	1
252.0	0	3	0	2
253.0	0	3	0	3
254.0	0	2	0	2
255.0	0	4	0	6
256.0	0	2	0	4
257.0	0	3	0	1
258.0	0	4	0	4
259.0	0	1	0	0
260.0	0	6	0	3
261.0	0	2	0	3
262.0	0	1	0	1
263.0	0	4	0	2
264.0	0	2	0	5
265.0	0	3	0	5
266.0	0	1	0	1
267.0	0	3	0	7
268.0	0	3	0	2
269.0	0	2	0	4
270.0	0	6	0	4
271.0	0	6	0	2
272.0	0	4	0	0
273.0	0	3	0	4
274.0	0	2	0	2
275.0	0	0	0	2
276.0	0	1	0	1
277.0	0	0	0	2
278.0	0	5	0	4
279.0	0	4	0	1
280.0	0	2	0	1
281.0	0	1	0	2
282.0	0	2	0	1
283.0	0	2	0	3
284.0	0	2	0	2
285.0	0	1	0	5
286.0	0	4	0	3
287.0	0	2	0	2
288.0	0	2	0	2
289.0	0	4	0	0
290.0	0	1	0	2
291.0	0	3	0	1
292.0	0	2	0	1
294.0	0	0	0	2
295.0	0	2	0	2
296.0	0	1	0	0
297.0	0	1	0	4
298.0	0	3	0	4
299.0	0	1	0	3
300.0	0	4	0	0
301.0	0	0	0	5
302.0	0	5	0	3
303.0	0	4	0	1
304.0	0	2	0	0
305.0	0	2	0	1
306.0	0	1	0	1
307.0	0	2	0	2
308.0	0	0	0	5
309.0	0	3	0	3
310.0	0	2	0	0
311.0	0	2	0	0
312.0	0	1	0	0
313.0	0	0	0	1
314.0	0	1	0	1
315.0	0	2	0	0
316.0	0	1	0	2
317.0	0	0	0	1
320.0	0	1	0	3
321.0	0	2	0	4
322.0	0	2	0	1
323.0	0	5	0	2
324.0	0	2	0	3
325.0	0	1	0	0
326.0	0	2	0	0
328.0	0	1	0	0
329.0	0	0	0	2
330.0	0	0	0	2
331.0	0	0	0	1
332.0	0	2	0	0
333.0	0	1	0	2
335.0	0	3	0	2
336.0	0	1	0	1
337.0	0	0	0	1
338.0	0	1	0	1
339.0	0	4	0	0
340.0	0	0	0	2
341.0	0	1	0	0
342.0	0	0	0	1
344.0	0	0	0	1
345.0	0	1	0	1
346.0	0	1	0	0
347.0	0	0	0	2
348.0	0	0	0	1
349.0	0	2	0	1
350.0	0	0	0	2
351.0	0	2	0	2
352.0	0	1	0	0
353.0	0	3	0	0
354.0	0	2	0	1
355.0	0	0	0	2
357.0	0	1	0	0
359.0	0	1	0	0
360.0	0	0	0	2
361.0	0	1	0	0
362.0	0	1	0	2
363.0	0	0	0	2
364.0	0	1	0	0
365.0	0	1	0	2
366.0	0	2	0	1
367.0	0	2	0	1
369.0	0	0	0	2
370.0	0	1	0	2
371.0	0	1	0	1
372.0	0	3	0	1
373.0	0	1	0	0
374.0	0	1	0	0
375.0	0	1	0	1
376.0	0	1	0	1
377.0	0	1	0	1
378.0	0	0	0	2
379.0	0	2	0	0
380.0	0	1	0	1
381.0	0	0	0	1
382.0	0	1	0	1
383.0	0	0	0	2
384.0	0	1	0	3
386.0	0	3	0	0
387.0	0	0	0	2
388.0	0	2	0	1
389.0	0	2	0	0
390.0	0	2	0	0
392.0	0	0	0	1
394.0	0	1	0	1
395.0	0	1	0	0
396.0	0	1	0	0
398.0	0	0	0	2
399.0	0	1	0	0
400.0	0	0	0	2
401.0	0	0	0	2
402.0	0	1	0	0
403.0	0	2	0	3
404.0	0	2	0	1
405.0	0	1	0	2
406.0	0	1	0	2
407.0	0	1	0	0
408.0	0	2	0	0
409.0	0	1	0	0
410.0	0	2	0	0
413.0	0	0	0	1
414.0	0	1	0	1
416.0	0	0	0	2
417.0	0	1	0	1
418.0	0	1	0	1
420.0	0	1	0	1
422.0	0	1	0	1
423.0	0	1	0	1
424.0	0	1	0	1
425.0	0	1	0	0
426.0	0	1	0	0
427.0	0	1	0	1
429.0	0	0	0	1
431.0	0	1	0	0
432.0	0	1	0	0
435.0	0	0	0	2
436.0	0	0	0	1
438.0	0	1	0	0
440.0	0	1	0	0
441.0	0	1	0	0
442.0	0	0	0	1
443.0	0	0	0	2
444.0	0	0	0	1
445.0	0	0	0	1
446.0	0	0	0	1
447.0	0	0	0	1
448.0	0	2	0	2
449.0	0	1	0	0
450.0	0	3	0	0
451.0	0	1	0	0
452.0	0	0	0	1
454.0	0	0	0	1
455.0	0	1	0	0
456.0	0	1	0	0
457.0	0	1	0	0
460.0	0	0	0	2
461.0	0	1	0	0
462.0	0	0	0	1
463.0	0	1	0	0
464.0	0	1	0	0
467.0	0	1	0	0
468.0	0	0	0	1
470.0	0	0	0	1
474.0	0	0	0	1
475.0	0	1	0	0
476.0	0	1	0	0
477.0	0	1	0	0
486.0	0	0	0	1
494.0	0	0	0	2
495.0	0	1	0	1
498.0	0	1	0	0
499.0	0	1	0	0
500.0	0	1	0	0
501.0	0	0	0	1
504.0	0	1	0	0
505.0	0	0	0	1
510.0	0	0	0	1
513.0	0	1	0	0
514.0	0	0	0	1
515.0	0	1	0	1
521.0	0	1	0	0
523.0	0	1	0	0
524.0	0	0	0	1
532.0	0	1	0	0
533.0	0	0	0	1
537.0	0	1	0	0
542.0	0	0	0	1
545.0	0	0	0	1
547.0	0	2	0	0
550.0	0	0	0	1
553.0	0	1	0	0
567.0	0	0	0	1
569.0	0	1	0	0
590.0	0	0	0	1
594.0	0	1	0	0
596.0	0	0	0	1
599.0	0	1	0	0
602.0	0	0	0	1
603.0	0	1	0	0
620.0	0	0	0	1
624.0	0	0	0	1
626.0	0	1	0	0
627.0	0	1	0	1
637.0	0	1	0	0
639.0	0	0	0	1
648.0	0	1	0	0
712.0	0	0	0	1
715.0	0	0	0	1
718.0	0	1	0	0
719.0	0	1	0	0
721.0	0	0	0	1
729.0	0	1	0	0
779.0	0	0	0	1
781.0	0	0	0	2
782.0	0	1	0	0
790.0	0	1	0	0
794.0	0	1	0	0
796.0	0	0	0	1
803.0	0	1	0	0
809.0	0	0	0	1
820.0	0	1	0	0
932.0	0	0	0	1
942.0	0	1	0	0
952.0	0	0	0	1
960.0	0	1	0	0
1213.0	0	0	0	1
1224.0	0	1	0	0
1292.0	0	0	0	1
1296.0	0	1	0	0
1635.0	0	0	0	1
1644.0	0	1	0	0

