## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/ATAC_D0_repl_2_LSD1i_S38_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/ATAC_D0_repl_2_LSD1i_S38_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/ATAC_D0_repl_2_LSD1i_S38_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Aug 19 05:11:07 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1620	49046935	17049151	0	1099	27286025	567457	0.556327	25624727

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
729.0	0	5	0	1
730.0	0	5	0	1
731.0	0	0	0	5
732.0	0	2	0	0
733.0	0	1	0	4
734.0	0	2	0	2
735.0	0	1	0	5
736.0	0	1	0	1
737.0	0	2	0	1
738.0	0	3	0	2
739.0	0	4	0	2
740.0	0	5	0	1
741.0	0	1	0	1
742.0	0	3	0	2
743.0	0	2	0	4
744.0	0	2	0	1
745.0	0	2	0	4
746.0	0	2	0	1
747.0	0	0	0	2
748.0	0	3	0	2
749.0	0	2	0	4
750.0	0	1	0	2
751.0	0	2	0	4
752.0	0	1	0	2
753.0	0	5	0	1
754.0	0	3	0	2
755.0	0	1	0	2
756.0	0	3	0	2
757.0	0	2	0	1
758.0	0	3	0	4
759.0	0	2	0	3
760.0	0	2	0	3
761.0	0	2	0	4
762.0	0	1	0	2
763.0	0	4	0	1
764.0	0	2	0	0
765.0	0	0	0	3
766.0	0	3	0	3
767.0	0	3	0	1
768.0	0	2	0	1
769.0	0	7	0	3
770.0	0	1	0	5
771.0	0	2	0	4
772.0	0	0	0	5
773.0	0	2	0	0
774.0	0	1	0	0
775.0	0	5	0	1
776.0	0	5	0	3
777.0	0	2	0	2
778.0	0	5	0	4
779.0	0	1	0	3
780.0	0	5	0	2
781.0	0	0	0	2
782.0	0	1	0	4
783.0	0	1	0	0
784.0	0	1	0	4
785.0	0	3	0	3
786.0	0	4	0	4
787.0	0	1	0	6
788.0	0	2	0	0
789.0	0	5	0	2
790.0	0	2	0	5
791.0	0	4	0	3
792.0	0	1	0	2
793.0	0	0	0	2
794.0	0	3	0	2
795.0	0	2	0	1
796.0	0	1	0	1
797.0	0	1	0	3
798.0	0	5	0	0
799.0	0	0	0	1
800.0	0	5	0	1
801.0	0	3	0	1
802.0	0	4	0	1
803.0	0	2	0	1
804.0	0	2	0	0
805.0	0	1	0	1
806.0	0	2	0	0
807.0	0	0	0	2
808.0	0	2	0	0
809.0	0	1	0	0
810.0	0	1	0	3
811.0	0	0	0	2
812.0	0	3	0	2
813.0	0	1	0	2
814.0	0	0	0	2
815.0	0	1	0	1
816.0	0	2	0	2
817.0	0	2	0	1
818.0	0	0	0	5
819.0	0	0	0	4
820.0	0	2	0	4
821.0	0	2	0	1
822.0	0	1	0	1
823.0	0	3	0	2
824.0	0	1	0	1
825.0	0	3	0	2
826.0	0	1	0	1
827.0	0	2	0	3
828.0	0	2	0	2
829.0	0	2	0	2
830.0	0	1	0	4
831.0	0	5	0	3
832.0	0	3	0	5
833.0	0	0	0	1
834.0	0	1	0	1
835.0	0	7	0	3
836.0	0	2	0	3
837.0	0	2	0	3
838.0	0	1	0	5
839.0	0	2	0	6
840.0	0	1	0	1
841.0	0	2	0	2
842.0	0	2	0	1
843.0	0	2	0	2
844.0	0	2	0	1
845.0	0	6	0	0
846.0	0	0	0	3
847.0	0	4	0	5
848.0	0	4	0	2
849.0	0	2	0	0
850.0	0	4	0	1
851.0	0	2	0	0
852.0	0	3	0	3
853.0	0	2	0	1
854.0	0	1	0	3
855.0	0	3	0	0
857.0	0	3	0	1
858.0	0	3	0	0
859.0	0	3	0	2
860.0	0	5	0	1
861.0	0	1	0	1
862.0	0	0	0	1
863.0	0	0	0	2
864.0	0	0	0	4
865.0	0	0	0	1
866.0	0	2	0	3
867.0	0	3	0	0
868.0	0	1	0	1
869.0	0	1	0	3
870.0	0	1	0	2
871.0	0	1	0	3
872.0	0	1	0	2
873.0	0	2	0	2
874.0	0	1	0	0
875.0	0	3	0	1
876.0	0	1	0	3
877.0	0	2	0	3
878.0	0	2	0	2
879.0	0	1	0	0
880.0	0	2	0	1
881.0	0	1	0	1
882.0	0	1	0	1
883.0	0	3	0	4
884.0	0	1	0	0
885.0	0	1	0	2
886.0	0	0	0	1
887.0	0	2	0	0
888.0	0	1	0	1
889.0	0	4	0	2
890.0	0	2	0	1
891.0	0	0	0	4
892.0	0	1	0	0
893.0	0	2	0	0
894.0	0	3	0	2
895.0	0	1	0	2
896.0	0	1	0	1
897.0	0	2	0	4
899.0	0	3	0	0
901.0	0	0	0	2
902.0	0	1	0	1
903.0	0	1	0	2
904.0	0	4	0	2
905.0	0	2	0	2
907.0	0	4	0	2
908.0	0	2	0	2
909.0	0	1	0	3
910.0	0	0	0	1
911.0	0	0	0	1
912.0	0	1	0	1
913.0	0	0	0	3
914.0	0	1	0	2
915.0	0	1	0	0
916.0	0	3	0	1
917.0	0	1	0	0
918.0	0	3	0	5
920.0	0	2	0	0
921.0	0	3	0	1
922.0	0	2	0	1
923.0	0	1	0	2
924.0	0	0	0	1
925.0	0	2	0	2
926.0	0	2	0	1
927.0	0	2	0	2
928.0	0	1	0	1
929.0	0	3	0	2
930.0	0	0	0	3
931.0	0	0	0	1
932.0	0	4	0	2
934.0	0	0	0	1
935.0	0	4	0	0
937.0	0	2	0	1
938.0	0	1	0	3
939.0	0	2	0	1
941.0	0	1	0	2
942.0	0	2	0	1
943.0	0	1	0	0
944.0	0	1	0	4
945.0	0	3	0	2
946.0	0	2	0	0
947.0	0	0	0	2
948.0	0	0	0	5
949.0	0	2	0	2
950.0	0	2	0	0
951.0	0	0	0	3
952.0	0	1	0	2
953.0	0	0	0	1
954.0	0	0	0	2
955.0	0	1	0	1
956.0	0	2	0	2
957.0	0	3	0	3
958.0	0	3	0	2
959.0	0	2	0	0
960.0	0	3	0	1
961.0	0	3	0	0
962.0	0	2	0	0
963.0	0	1	0	2
964.0	0	2	0	1
965.0	0	1	0	3
966.0	0	1	0	0
967.0	0	1	0	2
968.0	0	3	0	0
969.0	0	1	0	1
970.0	0	1	0	5
971.0	0	1	0	1
972.0	0	0	0	2
973.0	0	0	0	2
974.0	0	2	0	2
975.0	0	1	0	1
976.0	0	3	0	2
977.0	0	1	0	1
978.0	0	1	0	0
979.0	0	1	0	1
980.0	0	0	0	1
981.0	0	3	0	2
982.0	0	2	0	2
983.0	0	0	0	3
984.0	0	5	0	1
985.0	0	1	0	0
987.0	0	2	0	1
988.0	0	1	0	0
989.0	0	3	0	1
990.0	0	4	0	1
991.0	0	1	0	1
992.0	0	1	0	0
993.0	0	1	0	1
995.0	0	0	0	1
996.0	0	3	0	0
998.0	0	0	0	2
999.0	0	2	0	2
1000.0	0	0	0	1
1001.0	0	0	0	1
1002.0	0	0	0	1
1003.0	0	1	0	2
1004.0	0	1	0	1
1005.0	0	0	0	2
1007.0	0	2	0	0
1008.0	0	1	0	0
1010.0	0	1	0	0
1012.0	0	0	0	6
1013.0	0	1	0	2
1014.0	0	0	0	1
1015.0	0	2	0	1
1016.0	0	5	0	1
1017.0	0	1	0	2
1018.0	0	0	0	1
1019.0	0	0	0	3
1020.0	0	3	0	0
1021.0	0	2	0	0
1022.0	0	1	0	0
1023.0	0	2	0	2
1024.0	0	1	0	0
1025.0	0	3	0	0
1027.0	0	0	0	1
1028.0	0	0	0	2
1029.0	0	2	0	1
1030.0	0	1	0	0
1031.0	0	2	0	2
1032.0	0	1	0	2
1033.0	0	0	0	1
1034.0	0	0	0	1
1036.0	0	1	0	1
1037.0	0	2	0	1
1039.0	0	1	0	3
1040.0	0	0	0	1
1041.0	0	1	0	0
1042.0	0	1	0	0
1043.0	0	1	0	1
1044.0	0	0	0	1
1045.0	0	0	0	1
1046.0	0	1	0	0
1047.0	0	3	0	0
1048.0	0	1	0	2
1049.0	0	1	0	2
1050.0	0	1	0	1
1051.0	0	3	0	1
1052.0	0	0	0	2
1053.0	0	0	0	1
1054.0	0	0	0	1
1055.0	0	1	0	0
1056.0	0	1	0	2
1057.0	0	1	0	1
1058.0	0	1	0	0
1059.0	0	0	0	3
1060.0	0	2	0	0
1061.0	0	1	0	0
1062.0	0	1	0	0
1063.0	0	0	0	3
1064.0	0	2	0	0
1066.0	0	1	0	0
1067.0	0	1	0	1
1068.0	0	1	0	0
1069.0	0	1	0	0
1070.0	0	3	0	0
1071.0	0	1	0	1
1072.0	0	0	0	2
1073.0	0	1	0	1
1074.0	0	1	0	1
1076.0	0	1	0	0
1078.0	0	2	0	1
1079.0	0	1	0	1
1080.0	0	0	0	3
1082.0	0	1	0	2
1083.0	0	2	0	2
1084.0	0	0	0	2
1085.0	0	2	0	1
1086.0	0	1	0	0
1087.0	0	0	0	1
1089.0	0	2	0	3
1090.0	0	2	0	3
1092.0	0	2	0	2
1094.0	0	1	0	1
1096.0	0	0	0	1
1097.0	0	2	0	0
1098.0	0	2	0	0
1099.0	0	1	0	1
1100.0	0	1	0	0
1101.0	0	1	0	2
1102.0	0	0	0	3
1103.0	0	1	0	1
1104.0	0	1	0	0
1106.0	0	2	0	1
1107.0	0	0	0	1
1108.0	0	1	0	3
1109.0	0	3	0	0
1113.0	0	1	0	0
1114.0	0	3	0	1
1115.0	0	0	0	1
1117.0	0	1	0	0
1119.0	0	2	0	2
1120.0	0	0	0	2
1121.0	0	0	0	1
1122.0	0	1	0	0
1123.0	0	0	0	1
1124.0	0	1	0	1
1125.0	0	1	0	0
1126.0	0	0	0	1
1127.0	0	0	0	1
1131.0	0	1	0	1
1132.0	0	2	0	1
1133.0	0	3	0	0
1134.0	0	2	0	0
1135.0	0	2	0	0
1136.0	0	1	0	1
1137.0	0	0	0	1
1139.0	0	0	0	2
1140.0	0	0	0	2
1141.0	0	0	0	1
1142.0	0	1	0	0
1143.0	0	0	0	2
1146.0	0	1	0	1
1148.0	0	1	0	1
1149.0	0	2	0	0
1150.0	0	2	0	0
1151.0	0	2	0	0
1154.0	0	1	0	1
1155.0	0	0	0	1
1156.0	0	2	0	0
1157.0	0	1	0	4
1159.0	0	0	0	1
1160.0	0	1	0	0
1161.0	0	0	0	1
1162.0	0	0	0	1
1165.0	0	2	0	2
1168.0	0	0	0	1
1169.0	0	1	0	0
1170.0	0	2	0	0
1171.0	0	0	0	1
1172.0	0	2	0	1
1174.0	0	1	0	0
1175.0	0	1	0	0
1176.0	0	0	0	4
1177.0	0	1	0	0
1179.0	0	0	0	1
1180.0	0	2	0	1
1182.0	0	1	0	0
1184.0	0	1	0	0
1186.0	0	1	0	0
1187.0	0	1	0	1
1189.0	0	1	0	0
1190.0	0	1	0	0
1191.0	0	1	0	0
1192.0	0	0	0	1
1193.0	0	0	0	1
1194.0	0	0	0	1
1195.0	0	0	0	1
1197.0	0	1	0	1
1200.0	0	1	0	0
1201.0	0	0	0	1
1202.0	0	1	0	0
1203.0	0	0	0	2
1204.0	0	1	0	0
1205.0	0	0	0	1
1207.0	0	1	0	1
1209.0	0	1	0	0
1210.0	0	2	0	0
1213.0	0	1	0	1
1218.0	0	0	0	1
1220.0	0	2	0	0
1221.0	0	1	0	0
1224.0	0	0	0	1
1225.0	0	1	0	0
1226.0	0	0	0	2
1228.0	0	0	0	1
1233.0	0	1	0	0
1236.0	0	0	0	1
1237.0	0	0	0	1
1238.0	0	1	0	2
1239.0	0	1	0	0
1240.0	0	2	0	2
1243.0	0	0	0	1
1244.0	0	1	0	0
1246.0	0	1	0	0
1251.0	0	1	0	1
1252.0	0	0	0	2
1254.0	0	0	0	1
1255.0	0	1	0	0
1257.0	0	1	0	1
1258.0	0	2	0	0
1260.0	0	0	0	1
1261.0	0	1	0	0
1263.0	0	1	0	0
1264.0	0	0	0	1
1266.0	0	0	0	2
1267.0	0	1	0	0
1268.0	0	0	0	1
1270.0	0	1	0	2
1272.0	0	0	0	1
1273.0	0	2	0	0
1274.0	0	0	0	1
1276.0	0	1	0	1
1277.0	0	0	0	2
1278.0	0	2	0	0
1282.0	0	1	0	1
1283.0	0	0	0	1
1287.0	0	0	0	2
1288.0	0	1	0	0
1290.0	0	2	0	1
1291.0	0	1	0	3
1292.0	0	1	0	0
1294.0	0	1	0	1
1296.0	0	0	0	1
1297.0	0	3	0	0
1298.0	0	1	0	0
1299.0	0	0	0	1
1301.0	0	1	0	0
1303.0	0	2	0	0
1305.0	0	2	0	0
1306.0	0	0	0	1
1309.0	0	1	0	1
1310.0	0	1	0	0
1311.0	0	0	0	1
1312.0	0	0	0	1
1314.0	0	1	0	1
1315.0	0	0	0	1
1319.0	0	0	0	1
1320.0	0	0	0	1
1321.0	0	2	0	0
1322.0	0	1	0	1
1323.0	0	0	0	1
1324.0	0	1	0	0
1325.0	0	0	0	1
1326.0	0	0	0	2
1327.0	0	1	0	1
1329.0	0	0	0	1
1330.0	0	0	0	1
1331.0	0	1	0	1
1332.0	0	1	0	1
1334.0	0	0	0	1
1336.0	0	2	0	2
1337.0	0	1	0	0
1339.0	0	0	0	1
1340.0	0	3	0	0
1341.0	0	1	0	1
1342.0	0	1	0	0
1343.0	0	2	0	0
1345.0	0	0	0	1
1348.0	0	1	0	0
1350.0	0	1	0	0
1351.0	0	1	0	0
1352.0	0	1	0	0
1354.0	0	0	0	1
1356.0	0	1	0	0
1358.0	0	0	0	1
1361.0	0	1	0	1
1364.0	0	1	0	0
1367.0	0	1	0	0
1368.0	0	1	0	1
1370.0	0	0	0	1
1371.0	0	0	0	1
1374.0	0	1	0	0
1376.0	0	0	0	1
1380.0	0	1	0	0
1384.0	0	1	0	1
1386.0	0	1	0	0
1389.0	0	1	0	0
1391.0	0	0	0	2
1399.0	0	1	0	0
1403.0	0	0	0	1
1404.0	0	1	0	0
1405.0	0	0	0	1
1407.0	0	0	0	2
1409.0	0	1	0	0
1412.0	0	0	0	1
1414.0	0	0	0	2
1416.0	0	1	0	1
1417.0	0	1	0	0
1418.0	0	0	0	1
1419.0	0	0	0	1
1421.0	0	1	0	0
1425.0	0	2	0	1
1428.0	0	1	0	0
1429.0	0	1	0	0
1430.0	0	0	0	1
1431.0	0	1	0	0
1435.0	0	1	0	1
1440.0	0	1	0	1
1442.0	0	0	0	1
1444.0	0	1	0	0
1445.0	0	1	0	1
1447.0	0	0	0	1
1449.0	0	1	0	0
1455.0	0	0	0	2
1456.0	0	1	0	1
1461.0	0	1	0	0
1463.0	0	1	0	1
1465.0	0	1	0	0
1469.0	0	0	0	1
1470.0	0	1	0	0
1474.0	0	0	0	1
1475.0	0	1	0	2
1478.0	0	0	0	2
1481.0	0	1	0	0
1483.0	0	1	0	0
1485.0	0	0	0	1
1486.0	0	2	0	0
1488.0	0	1	0	1
1492.0	0	2	0	0
1494.0	0	1	0	0
1496.0	0	1	0	0
1499.0	0	1	0	1
1508.0	0	0	0	1
1516.0	0	1	0	0
1518.0	0	0	0	1
1524.0	0	0	0	1
1526.0	0	0	0	1
1529.0	0	1	0	0
1531.0	0	0	0	1
1534.0	0	0	0	1
1538.0	0	1	0	0
1539.0	0	0	0	1
1543.0	0	2	0	0
1544.0	0	1	0	0
1547.0	0	0	0	1
1549.0	0	1	0	0
1554.0	0	1	0	1
1556.0	0	0	0	1
1562.0	0	1	0	0
1566.0	0	1	0	1
1571.0	0	0	0	1
1578.0	0	1	0	1
1582.0	0	1	0	0
1587.0	0	1	0	0
1588.0	0	0	0	2
1590.0	0	1	0	0
1595.0	0	0	0	1
1600.0	0	1	0	0
1602.0	0	0	0	1
1603.0	0	1	0	0
1606.0	0	1	0	0
1621.0	0	0	0	1
1622.0	0	1	0	0
1624.0	0	0	0	1
1627.0	0	0	0	1
1632.0	0	0	0	1
1637.0	0	0	0	1
1640.0	0	1	0	0
1641.0	0	0	0	1
1645.0	0	0	0	1
1647.0	0	0	0	1
1648.0	0	2	0	2
1651.0	0	1	0	0
1652.0	0	0	0	1
1658.0	0	1	0	0
1660.0	0	1	0	0
1662.0	0	2	0	0
1664.0	0	1	0	0
1666.0	0	1	0	0
1668.0	0	1	0	0
1673.0	0	0	0	2
1688.0	0	0	0	1
1693.0	0	1	0	0
1699.0	0	1	0	0
1703.0	0	0	0	1
1704.0	0	1	0	0
1712.0	0	0	0	1
1716.0	0	0	0	1
1718.0	0	0	0	1
1719.0	0	1	0	0
1725.0	0	1	0	0
1726.0	0	0	0	1
1730.0	0	1	0	0
1735.0	0	1	0	0
1740.0	0	0	0	1
1741.0	0	0	0	1
1748.0	0	1	0	0
1749.0	0	0	0	1
1751.0	0	1	0	0
1752.0	0	0	0	1
1765.0	0	1	0	0
1767.0	0	1	0	0
1771.0	0	1	0	0
1780.0	0	0	0	2
1788.0	0	1	0	0
1804.0	0	0	0	2
1810.0	0	0	0	1
1814.0	0	1	0	0
1816.0	0	0	0	1
1821.0	0	1	0	1
1827.0	0	1	0	0
1832.0	0	1	0	0
1833.0	0	1	0	0
1847.0	0	1	0	0
1863.0	0	0	0	1
1869.0	0	0	0	1
1871.0	0	0	0	1
1875.0	0	0	0	1
1878.0	0	1	0	0
1886.0	0	1	0	0
1892.0	0	1	0	0
1894.0	0	1	0	0
1903.0	0	0	0	1
1908.0	0	0	0	1
1912.0	0	0	0	1
1918.0	0	1	0	0
1928.0	0	0	0	1
1929.0	0	1	0	0
1931.0	0	0	0	1
1939.0	0	1	0	0
1949.0	0	1	0	0
1951.0	0	1	0	0
1954.0	0	0	0	1
1967.0	0	0	0	1
1978.0	0	1	0	0
1982.0	0	0	0	1
1986.0	0	1	0	0
1996.0	0	0	0	1
2001.0	0	1	0	0
2005.0	0	0	0	2
2007.0	0	0	0	1
2008.0	0	0	0	1
2014.0	0	0	0	1
2020.0	0	1	0	1
2023.0	0	1	0	0
2028.0	0	1	0	0
2031.0	0	1	0	0
2036.0	0	1	0	0
2038.0	0	1	0	0
2043.0	0	1	0	1
2069.0	0	1	0	0
2072.0	0	0	0	1
2087.0	0	1	0	0
2098.0	0	0	0	1
2102.0	0	0	0	1
2124.0	0	1	0	0
2131.0	0	1	0	0
2150.0	0	0	0	1
2161.0	0	0	0	1
2166.0	0	1	0	0
2175.0	0	0	0	1
2183.0	0	1	0	0
2190.0	0	1	0	0
2208.0	0	0	0	1
2218.0	0	0	0	1
2230.0	0	1	0	0
2244.0	0	1	0	0
2265.0	0	0	0	1
2273.0	0	0	0	1
2276.0	0	0	0	1
2291.0	0	1	0	0
2299.0	0	1	0	0
2307.0	0	0	0	1
2310.0	0	1	0	0
2311.0	0	0	0	1
2340.0	0	1	0	0
2341.0	0	1	0	0
2417.0	0	0	0	1
2418.0	0	0	0	1
2445.0	0	1	0	0
2450.0	0	1	0	0
2554.0	0	0	0	1
2571.0	0	1	0	0
2579.0	0	0	0	1
2598.0	0	1	0	0
2834.0	0	0	0	1
2836.0	0	0	0	1
2860.0	0	1	0	0
2867.0	0	1	0	0
2947.0	0	0	0	1
2979.0	0	1	0	0
3050.0	0	0	0	1
3084.0	0	1	0	0
3275.0	0	0	0	1
3300.0	0	0	0	1
3316.0	0	1	0	0
3332.0	0	1	0	0
3382.0	0	0	0	1
3420.0	0	1	0	0
3441.0	0	0	0	1
3488.0	0	1	0	0
3787.0	0	0	0	1
3841.0	0	1	0	0
4456.0	0	0	0	1
4476.0	0	1	0	0
4535.0	0	0	0	1
4598.0	0	1	0	0

