## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/ATAC_D0_repl_2_HDACi_S37_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/ATAC_D0_repl_2_HDACi_S37_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/ATAC_D0_repl_2_HDACi_S37_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Aug 19 03:58:48 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1116	44653298	16857969	0	742	25488800	504344	0.570817	22205262

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
759.0	0	3	0	5
760.0	0	1	0	0
761.0	0	2	0	3
762.0	0	2	0	3
763.0	0	4	0	4
764.0	0	2	0	3
765.0	0	1	0	3
766.0	0	4	0	5
767.0	0	1	0	4
768.0	0	4	0	4
769.0	0	4	0	4
770.0	0	1	0	2
771.0	0	1	0	3
772.0	0	3	0	3
773.0	0	5	0	2
774.0	0	3	0	4
775.0	0	5	0	3
776.0	0	6	0	4
777.0	0	3	0	1
778.0	0	4	0	1
779.0	0	6	0	5
780.0	0	3	0	5
781.0	0	3	0	4
782.0	0	2	0	4
783.0	0	2	0	3
784.0	0	1	0	3
785.0	0	4	0	1
786.0	0	2	0	2
787.0	0	3	0	5
788.0	0	5	0	1
789.0	0	1	0	3
790.0	0	5	0	0
791.0	0	4	0	3
792.0	0	3	0	2
793.0	0	3	0	4
794.0	0	2	0	1
795.0	0	2	0	2
796.0	0	1	0	2
797.0	0	1	0	2
798.0	0	4	0	3
799.0	0	3	0	4
800.0	0	3	0	6
801.0	0	3	0	4
802.0	0	4	0	2
803.0	0	0	0	1
804.0	0	1	0	1
805.0	0	0	0	3
806.0	0	0	0	2
807.0	0	8	0	2
808.0	0	4	0	4
809.0	0	5	0	3
810.0	0	2	0	1
811.0	0	1	0	5
813.0	0	3	0	3
815.0	0	5	0	2
816.0	0	6	0	3
817.0	0	3	0	0
818.0	0	2	0	2
819.0	0	3	0	0
820.0	0	3	0	2
821.0	0	1	0	1
822.0	0	3	0	3
824.0	0	2	0	3
825.0	0	1	0	0
826.0	0	1	0	3
827.0	0	1	0	4
828.0	0	1	0	1
829.0	0	1	0	4
830.0	0	3	0	3
831.0	0	0	0	1
832.0	0	2	0	4
833.0	0	3	0	3
834.0	0	2	0	1
835.0	0	0	0	3
836.0	0	6	0	2
837.0	0	0	0	3
838.0	0	4	0	1
839.0	0	3	0	3
840.0	0	1	0	1
841.0	0	2	0	4
842.0	0	1	0	2
843.0	0	0	0	1
844.0	0	3	0	3
845.0	0	1	0	5
846.0	0	4	0	4
847.0	0	4	0	0
848.0	0	4	0	2
849.0	0	3	0	2
850.0	0	5	0	1
851.0	0	2	0	1
852.0	0	2	0	1
853.0	0	2	0	4
854.0	0	2	0	0
855.0	0	1	0	0
856.0	0	4	0	2
857.0	0	0	0	3
858.0	0	0	0	1
859.0	0	4	0	0
860.0	0	2	0	6
861.0	0	1	0	1
862.0	0	2	0	1
863.0	0	0	0	2
864.0	0	0	0	1
865.0	0	1	0	3
866.0	0	2	0	1
867.0	0	2	0	0
868.0	0	2	0	1
869.0	0	4	0	1
870.0	0	3	0	2
871.0	0	2	0	5
872.0	0	2	0	4
873.0	0	1	0	0
874.0	0	0	0	3
875.0	0	0	0	2
876.0	0	3	0	2
877.0	0	5	0	4
878.0	0	0	0	1
879.0	0	0	0	5
880.0	0	5	0	1
881.0	0	1	0	3
882.0	0	1	0	3
884.0	0	4	0	1
885.0	0	5	0	2
886.0	0	1	0	1
887.0	0	1	0	3
888.0	0	1	0	3
889.0	0	3	0	3
890.0	0	6	0	2
891.0	0	2	0	2
892.0	0	1	0	0
893.0	0	1	0	1
894.0	0	2	0	1
895.0	0	4	0	3
896.0	0	3	0	1
897.0	0	3	0	0
898.0	0	1	0	2
899.0	0	0	0	1
900.0	0	0	0	2
901.0	0	2	0	1
902.0	0	2	0	0
903.0	0	3	0	2
904.0	0	0	0	1
906.0	0	2	0	1
907.0	0	0	0	1
908.0	0	4	0	2
909.0	0	0	0	5
910.0	0	1	0	0
911.0	0	2	0	3
912.0	0	2	0	1
913.0	0	2	0	0
914.0	0	1	0	1
915.0	0	0	0	1
916.0	0	1	0	1
917.0	0	1	0	5
918.0	0	3	0	4
919.0	0	3	0	4
920.0	0	1	0	3
921.0	0	3	0	0
922.0	0	3	0	3
923.0	0	0	0	1
924.0	0	2	0	3
925.0	0	1	0	4
926.0	0	2	0	1
927.0	0	7	0	2
928.0	0	1	0	1
929.0	0	2	0	2
930.0	0	1	0	3
931.0	0	2	0	5
932.0	0	2	0	2
933.0	0	2	0	3
934.0	0	3	0	4
935.0	0	0	0	2
936.0	0	1	0	0
937.0	0	3	0	2
938.0	0	2	0	3
939.0	0	3	0	1
940.0	0	4	0	0
941.0	0	2	0	2
942.0	0	8	0	3
943.0	0	3	0	1
944.0	0	1	0	0
945.0	0	1	0	1
946.0	0	0	0	3
947.0	0	1	0	4
948.0	0	0	0	2
949.0	0	3	0	1
950.0	0	1	0	3
951.0	0	1	0	1
952.0	0	0	0	2
953.0	0	1	0	2
954.0	0	2	0	2
955.0	0	6	0	1
956.0	0	2	0	2
957.0	0	4	0	2
958.0	0	0	0	1
959.0	0	0	0	5
960.0	0	3	0	0
961.0	0	1	0	3
962.0	0	3	0	0
963.0	0	3	0	1
964.0	0	2	0	3
965.0	0	3	0	1
966.0	0	1	0	0
967.0	0	0	0	1
968.0	0	2	0	1
969.0	0	0	0	1
970.0	0	3	0	1
971.0	0	3	0	0
972.0	0	1	0	0
973.0	0	1	0	3
974.0	0	1	0	1
976.0	0	1	0	0
977.0	0	0	0	2
978.0	0	2	0	3
979.0	0	0	0	1
980.0	0	1	0	1
981.0	0	1	0	0
982.0	0	1	0	1
983.0	0	2	0	1
984.0	0	1	0	0
985.0	0	3	0	1
986.0	0	0	0	1
988.0	0	1	0	0
989.0	0	1	0	1
990.0	0	1	0	2
991.0	0	1	0	0
992.0	0	1	0	2
993.0	0	1	0	0
994.0	0	1	0	2
995.0	0	1	0	3
997.0	0	1	0	3
998.0	0	0	0	1
999.0	0	0	0	1
1000.0	0	3	0	1
1001.0	0	2	0	2
1002.0	0	0	0	1
1003.0	0	1	0	4
1004.0	0	1	0	3
1005.0	0	2	0	1
1006.0	0	1	0	1
1007.0	0	2	0	2
1008.0	0	1	0	1
1009.0	0	1	0	0
1010.0	0	4	0	1
1011.0	0	2	0	1
1013.0	0	2	0	0
1014.0	0	2	0	1
1015.0	0	1	0	2
1016.0	0	1	0	1
1017.0	0	1	0	0
1018.0	0	1	0	0
1019.0	0	1	0	1
1020.0	0	2	0	2
1024.0	0	0	0	1
1025.0	0	0	0	1
1026.0	0	1	0	0
1027.0	0	2	0	2
1028.0	0	3	0	1
1029.0	0	0	0	3
1030.0	0	3	0	1
1031.0	0	0	0	1
1033.0	0	1	0	1
1034.0	0	1	0	4
1035.0	0	1	0	2
1036.0	0	1	0	0
1037.0	0	2	0	1
1038.0	0	1	0	2
1040.0	0	1	0	2
1041.0	0	1	0	0
1042.0	0	2	0	0
1043.0	0	1	0	1
1044.0	0	1	0	4
1046.0	0	0	0	3
1047.0	0	1	0	1
1048.0	0	2	0	0
1049.0	0	2	0	2
1050.0	0	0	0	3
1051.0	0	2	0	0
1052.0	0	1	0	3
1053.0	0	3	0	2
1054.0	0	2	0	1
1055.0	0	1	0	0
1056.0	0	2	0	0
1057.0	0	1	0	2
1058.0	0	0	0	4
1059.0	0	0	0	1
1060.0	0	3	0	0
1061.0	0	1	0	2
1062.0	0	3	0	1
1063.0	0	1	0	0
1064.0	0	2	0	1
1065.0	0	1	0	2
1066.0	0	3	0	0
1067.0	0	1	0	2
1068.0	0	0	0	1
1069.0	0	3	0	2
1070.0	0	2	0	1
1071.0	0	2	0	1
1074.0	0	1	0	2
1077.0	0	2	0	3
1078.0	0	0	0	2
1079.0	0	2	0	4
1080.0	0	1	0	1
1081.0	0	1	0	1
1082.0	0	2	0	0
1083.0	0	2	0	3
1084.0	0	0	0	1
1085.0	0	1	0	1
1086.0	0	0	0	1
1087.0	0	2	0	1
1088.0	0	1	0	0
1089.0	0	1	0	0
1091.0	0	0	0	1
1092.0	0	2	0	2
1093.0	0	1	0	0
1094.0	0	2	0	3
1095.0	0	3	0	1
1096.0	0	1	0	2
1097.0	0	3	0	1
1098.0	0	2	0	2
1100.0	0	0	0	1
1101.0	0	1	0	0
1103.0	0	2	0	2
1104.0	0	2	0	0
1105.0	0	2	0	1
1107.0	0	0	0	1
1108.0	0	1	0	1
1109.0	0	1	0	2
1110.0	0	1	0	1
1111.0	0	2	0	0
1112.0	0	1	0	0
1113.0	0	0	0	3
1114.0	0	1	0	1
1116.0	0	1	0	1
1117.0	0	1	0	0
1119.0	0	0	0	1
1120.0	0	2	0	0
1121.0	0	1	0	1
1122.0	0	2	0	0
1123.0	0	1	0	2
1124.0	0	0	0	1
1126.0	0	1	0	1
1127.0	0	0	0	2
1128.0	0	1	0	3
1129.0	0	1	0	1
1130.0	0	1	0	1
1131.0	0	2	0	1
1132.0	0	0	0	1
1133.0	0	1	0	0
1134.0	0	0	0	1
1135.0	0	1	0	1
1136.0	0	4	0	2
1137.0	0	1	0	2
1138.0	0	1	0	2
1139.0	0	0	0	3
1140.0	0	2	0	0
1142.0	0	1	0	3
1144.0	0	0	0	3
1145.0	0	3	0	1
1146.0	0	1	0	2
1147.0	0	1	0	1
1148.0	0	1	0	0
1149.0	0	2	0	0
1150.0	0	0	0	3
1151.0	0	1	0	1
1152.0	0	3	0	0
1153.0	0	1	0	2
1154.0	0	1	0	1
1155.0	0	0	0	1
1156.0	0	1	0	1
1157.0	0	4	0	1
1158.0	0	0	0	1
1159.0	0	3	0	0
1160.0	0	1	0	1
1161.0	0	1	0	2
1162.0	0	1	0	2
1164.0	0	2	0	1
1166.0	0	1	0	1
1168.0	0	1	0	2
1169.0	0	2	0	1
1170.0	0	0	0	1
1171.0	0	1	0	2
1172.0	0	1	0	1
1173.0	0	2	0	0
1174.0	0	2	0	0
1175.0	0	1	0	2
1176.0	0	0	0	2
1177.0	0	0	0	1
1178.0	0	1	0	0
1179.0	0	3	0	0
1181.0	0	2	0	1
1182.0	0	1	0	0
1183.0	0	2	0	1
1185.0	0	2	0	1
1186.0	0	2	0	0
1187.0	0	0	0	1
1189.0	0	0	0	1
1190.0	0	0	0	1
1191.0	0	0	0	2
1192.0	0	0	0	1
1193.0	0	1	0	2
1194.0	0	3	0	2
1196.0	0	1	0	2
1197.0	0	2	0	1
1198.0	0	1	0	1
1200.0	0	1	0	1
1201.0	0	1	0	0
1202.0	0	0	0	2
1203.0	0	1	0	0
1204.0	0	1	0	1
1205.0	0	2	0	0
1208.0	0	1	0	0
1209.0	0	2	0	1
1210.0	0	2	0	0
1211.0	0	1	0	1
1212.0	0	1	0	0
1213.0	0	1	0	1
1215.0	0	0	0	1
1217.0	0	0	0	1
1218.0	0	0	0	1
1220.0	0	1	0	1
1221.0	0	1	0	1
1222.0	0	1	0	1
1223.0	0	1	0	1
1225.0	0	2	0	0
1226.0	0	0	0	1
1229.0	0	1	0	0
1231.0	0	2	0	1
1232.0	0	0	0	1
1233.0	0	0	0	1
1237.0	0	1	0	1
1239.0	0	0	0	3
1240.0	0	0	0	1
1241.0	0	1	0	0
1242.0	0	0	0	2
1244.0	0	1	0	2
1245.0	0	0	0	1
1246.0	0	1	0	0
1247.0	0	1	0	0
1248.0	0	0	0	2
1249.0	0	0	0	1
1250.0	0	2	0	0
1251.0	0	2	0	0
1253.0	0	1	0	0
1254.0	0	1	0	1
1255.0	0	1	0	0
1256.0	0	0	0	2
1257.0	0	0	0	1
1258.0	0	1	0	1
1259.0	0	1	0	2
1260.0	0	2	0	0
1261.0	0	1	0	0
1262.0	0	1	0	0
1265.0	0	1	0	0
1266.0	0	1	0	1
1267.0	0	0	0	1
1268.0	0	2	0	1
1269.0	0	1	0	0
1270.0	0	1	0	1
1274.0	0	1	0	0
1275.0	0	1	0	0
1276.0	0	0	0	1
1277.0	0	0	0	1
1279.0	0	0	0	2
1280.0	0	1	0	0
1283.0	0	0	0	1
1284.0	0	1	0	1
1285.0	0	2	0	1
1286.0	0	0	0	2
1287.0	0	0	0	1
1288.0	0	0	0	1
1289.0	0	0	0	3
1291.0	0	0	0	1
1292.0	0	1	0	0
1293.0	0	2	0	2
1294.0	0	1	0	0
1295.0	0	2	0	1
1296.0	0	1	0	0
1298.0	0	1	0	0
1299.0	0	1	0	3
1300.0	0	2	0	0
1301.0	0	0	0	1
1302.0	0	1	0	1
1303.0	0	1	0	0
1304.0	0	1	0	0
1305.0	0	2	0	0
1306.0	0	1	0	0
1307.0	0	0	0	1
1310.0	0	1	0	1
1311.0	0	2	0	1
1312.0	0	0	0	1
1313.0	0	0	0	4
1314.0	0	1	0	0
1315.0	0	1	0	0
1316.0	0	1	0	1
1318.0	0	0	0	1
1320.0	0	0	0	1
1321.0	0	1	0	0
1322.0	0	1	0	0
1325.0	0	1	0	0
1327.0	0	3	0	0
1328.0	0	1	0	0
1330.0	0	0	0	1
1331.0	0	1	0	0
1334.0	0	2	0	2
1335.0	0	1	0	1
1336.0	0	0	0	1
1338.0	0	0	0	1
1339.0	0	0	0	2
1342.0	0	1	0	2
1347.0	0	1	0	0
1349.0	0	1	0	0
1352.0	0	1	0	0
1353.0	0	3	0	0
1354.0	0	1	0	1
1357.0	0	1	0	1
1358.0	0	0	0	1
1359.0	0	1	0	1
1365.0	0	0	0	2
1366.0	0	1	0	1
1367.0	0	0	0	1
1369.0	0	1	0	0
1370.0	0	1	0	0
1372.0	0	0	0	2
1374.0	0	1	0	0
1377.0	0	0	0	1
1379.0	0	1	0	0
1381.0	0	1	0	2
1384.0	0	1	0	0
1387.0	0	1	0	1
1389.0	0	0	0	1
1390.0	0	1	0	0
1391.0	0	1	0	2
1393.0	0	0	0	1
1398.0	0	1	0	0
1399.0	0	1	0	0
1401.0	0	2	0	0
1402.0	0	1	0	1
1404.0	0	1	0	0
1406.0	0	1	0	0
1408.0	0	0	0	1
1409.0	0	1	0	0
1410.0	0	0	0	1
1414.0	0	0	0	2
1415.0	0	0	0	1
1417.0	0	0	0	1
1420.0	0	3	0	0
1421.0	0	0	0	2
1424.0	0	0	0	1
1427.0	0	0	0	1
1428.0	0	2	0	0
1433.0	0	2	0	0
1434.0	0	1	0	0
1435.0	0	1	0	3
1436.0	0	1	0	0
1437.0	0	0	0	1
1440.0	0	1	0	0
1441.0	0	0	0	1
1445.0	0	0	0	2
1446.0	0	0	0	1
1447.0	0	1	0	0
1448.0	0	1	0	3
1449.0	0	0	0	1
1451.0	0	1	0	1
1452.0	0	1	0	0
1454.0	0	1	0	0
1458.0	0	1	0	0
1459.0	0	2	0	0
1461.0	0	0	0	1
1462.0	0	0	0	1
1463.0	0	2	0	2
1464.0	0	1	0	2
1466.0	0	1	0	0
1467.0	0	0	0	2
1471.0	0	1	0	0
1472.0	0	0	0	2
1474.0	0	1	0	0
1475.0	0	2	0	2
1476.0	0	0	0	1
1478.0	0	1	0	0
1479.0	0	1	0	0
1481.0	0	1	0	0
1483.0	0	2	0	0
1484.0	0	1	0	0
1486.0	0	0	0	2
1488.0	0	1	0	0
1489.0	0	2	0	0
1491.0	0	1	0	0
1497.0	0	1	0	0
1499.0	0	0	0	1
1502.0	0	0	0	1
1504.0	0	1	0	0
1508.0	0	0	0	1
1514.0	0	0	0	3
1516.0	0	1	0	0
1517.0	0	1	0	0
1519.0	0	0	0	1
1521.0	0	1	0	0
1524.0	0	1	0	0
1526.0	0	1	0	0
1527.0	0	0	0	1
1530.0	0	1	0	2
1533.0	0	1	0	0
1537.0	0	1	0	0
1538.0	0	0	0	1
1539.0	0	0	0	1
1541.0	0	0	0	1
1545.0	0	1	0	0
1548.0	0	0	0	2
1550.0	0	1	0	0
1552.0	0	0	0	1
1555.0	0	1	0	0
1556.0	0	0	0	1
1557.0	0	0	0	1
1558.0	0	1	0	0
1562.0	0	1	0	0
1565.0	0	2	0	0
1566.0	0	1	0	0
1571.0	0	0	0	1
1572.0	0	1	0	0
1579.0	0	0	0	1
1585.0	0	0	0	1
1586.0	0	1	0	0
1588.0	0	1	0	0
1595.0	0	0	0	1
1597.0	0	1	0	1
1599.0	0	0	0	1
1608.0	0	1	0	1
1612.0	0	1	0	0
1613.0	0	0	0	1
1615.0	0	0	0	1
1617.0	0	1	0	1
1618.0	0	1	0	0
1622.0	0	1	0	1
1624.0	0	0	0	1
1627.0	0	1	0	0
1631.0	0	0	0	1
1636.0	0	2	0	0
1641.0	0	2	0	0
1643.0	0	0	0	1
1648.0	0	1	0	0
1649.0	0	0	0	2
1655.0	0	0	0	1
1656.0	0	0	0	1
1661.0	0	2	0	0
1667.0	0	0	0	1
1671.0	0	0	0	1
1672.0	0	1	0	0
1673.0	0	1	0	1
1674.0	0	1	0	0
1680.0	0	0	0	1
1682.0	0	0	0	1
1686.0	0	0	0	1
1689.0	0	2	0	1
1691.0	0	1	0	0
1697.0	0	2	0	1
1701.0	0	0	0	1
1708.0	0	0	0	1
1710.0	0	1	0	0
1712.0	0	0	0	1
1715.0	0	0	0	1
1716.0	0	2	0	0
1719.0	0	1	0	0
1720.0	0	0	0	1
1730.0	0	1	0	1
1731.0	0	1	0	1
1732.0	0	1	0	1
1739.0	0	0	0	1
1740.0	0	1	0	0
1741.0	0	0	0	1
1745.0	0	0	0	1
1747.0	0	1	0	1
1752.0	0	0	0	1
1754.0	0	1	0	0
1756.0	0	1	0	1
1758.0	0	1	0	0
1762.0	0	2	0	0
1770.0	0	1	0	0
1771.0	0	1	0	0
1774.0	0	1	0	0
1775.0	0	0	0	1
1780.0	0	0	0	1
1782.0	0	0	0	1
1789.0	0	0	0	1
1793.0	0	0	0	1
1796.0	0	1	0	0
1798.0	0	1	0	0
1800.0	0	1	0	0
1801.0	0	0	0	1
1802.0	0	0	0	1
1804.0	0	1	0	0
1808.0	0	0	0	1
1818.0	0	1	0	0
1821.0	0	0	0	1
1826.0	0	1	0	0
1828.0	0	1	0	0
1829.0	0	1	0	1
1830.0	0	0	0	1
1834.0	0	0	0	1
1844.0	0	1	0	0
1845.0	0	1	0	0
1849.0	0	1	0	0
1850.0	0	1	0	0
1855.0	0	0	0	1
1864.0	0	0	0	1
1873.0	0	0	0	1
1878.0	0	1	0	0
1887.0	0	1	0	0
1888.0	0	1	0	0
1896.0	0	0	0	1
1908.0	0	0	0	1
1911.0	0	0	0	1
1915.0	0	0	0	1
1916.0	0	1	0	1
1922.0	0	0	0	1
1929.0	0	1	0	0
1930.0	0	1	0	0
1931.0	0	1	0	0
1933.0	0	0	0	1
1934.0	0	1	0	0
1945.0	0	1	0	0
1950.0	0	1	0	0
1952.0	0	0	0	1
1958.0	0	0	0	1
1959.0	0	0	0	2
1967.0	0	0	0	1
1968.0	0	0	0	1
1969.0	0	0	0	1
1971.0	0	1	0	0
1973.0	0	0	0	1
1974.0	0	1	0	1
1977.0	0	0	0	1
1979.0	0	1	0	0
1981.0	0	1	0	1
1983.0	0	1	0	0
1987.0	0	1	0	0
1988.0	0	1	0	0
1996.0	0	1	0	0
1997.0	0	0	0	1
2001.0	0	1	0	0
2004.0	0	1	0	1
2006.0	0	0	0	1
2007.0	0	1	0	0
2011.0	0	0	0	1
2018.0	0	0	0	1
2019.0	0	0	0	1
2022.0	0	1	0	0
2027.0	0	1	0	0
2035.0	0	1	0	0
2036.0	0	2	0	0
2040.0	0	1	0	0
2050.0	0	0	0	1
2054.0	0	0	0	1
2070.0	0	1	0	0
2075.0	0	1	0	0
2085.0	0	0	0	1
2110.0	0	1	0	0
2136.0	0	0	0	1
2153.0	0	0	0	1
2159.0	0	1	0	0
2162.0	0	0	0	1
2165.0	0	0	0	1
2169.0	0	0	0	1
2175.0	0	1	0	0
2177.0	0	1	0	0
2185.0	0	2	0	0
2197.0	0	0	0	1
2209.0	0	0	0	1
2214.0	0	1	0	0
2215.0	0	0	0	1
2239.0	0	1	0	1
2241.0	0	0	0	1
2242.0	0	1	0	0
2262.0	0	1	0	0
2265.0	0	1	0	0
2277.0	0	0	0	1
2280.0	0	0	0	1
2291.0	0	1	0	0
2303.0	0	1	0	0
2306.0	0	0	0	1
2329.0	0	0	0	1
2330.0	0	0	0	1
2331.0	0	0	0	1
2334.0	0	1	0	0
2352.0	0	1	0	0
2356.0	0	1	0	1
2364.0	0	1	0	0
2382.0	0	1	0	0
2413.0	0	0	0	1
2422.0	0	0	0	1
2434.0	0	0	0	1
2435.0	0	1	0	0
2436.0	0	1	0	0
2438.0	0	0	0	2
2439.0	0	0	0	1
2450.0	0	0	0	1
2461.0	0	1	0	0
2466.0	0	1	0	0
2469.0	0	1	0	0
2471.0	0	1	0	1
2480.0	0	1	0	0
2496.0	0	1	0	0
2522.0	0	0	0	1
2547.0	0	1	0	0
2597.0	0	0	0	1
2616.0	0	1	0	0
2660.0	0	0	0	1
2695.0	0	1	0	0
2945.0	0	0	0	1
2976.0	0	1	0	0
2993.0	0	0	0	1
3019.0	0	1	0	0
3080.0	0	0	0	1
3115.0	0	1	0	0
3129.0	0	0	0	1
3170.0	0	1	0	0
3263.0	0	0	0	1
3299.0	0	1	0	0
3395.0	0	0	0	1
3428.0	0	0	0	1
3429.0	0	1	0	0
3465.0	0	1	0	0
3738.0	0	0	0	1
3778.0	0	0	0	1
3793.0	0	0	0	1
3804.0	0	1	0	0
3808.0	0	1	0	0
3841.0	0	1	0	0
4006.0	0	0	0	1
4039.0	0	1	0	0
4245.0	0	0	0	1
4286.0	0	1	0	0
4972.0	0	0	0	1
5008.0	0	1	0	0

