## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/ATAC_D8_repl_2_no_tx_S42_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/ATAC_D8_repl_2_no_tx_S42_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/ATAC_D8_repl_2_no_tx_S42_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Aug 19 03:10:31 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1023	43962581	16418996	0	543	17523669	419766	0.398606	39687654

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
69.0	1.501108	307	0	284
70.0	1.501108	317	0	322
71.0	1.501108	298	0	295
72.0	1.501108	270	0	259
73.0	1.501108	273	0	250
74.0	1.501108	261	0	272
75.0	1.501108	244	0	243
76.0	1.501108	253	0	242
77.0	1.501108	249	0	244
78.0	1.501108	214	0	226
79.0	1.501108	234	0	255
80.0	1.501108	229	0	198
81.0	1.501108	201	0	201
82.0	1.501108	204	0	175
83.0	1.501108	166	0	181
84.0	1.501108	198	0	208
85.0	1.501108	198	0	211
86.0	1.501108	195	0	173
87.0	1.501108	169	0	166
88.0	1.501108	175	0	173
89.0	1.501108	140	0	145
90.0	1.501108	185	0	176
91.0	1.501108	150	0	137
92.0	1.501108	140	0	144
93.0	1.501108	138	0	147
94.0	1.501108	145	0	127
95.0	1.501108	146	0	163
96.0	1.501108	141	0	134
97.0	1.501108	134	0	122
98.0	1.501108	133	0	148
99.0	1.501108	125	0	126
100.0	1.501108	140	0	122
101.0	0	108	0	93
102.0	0	119	0	107
103.0	0	106	0	128
104.0	0	128	0	127
105.0	0	111	0	116
106.0	0	116	0	123
107.0	0	110	0	94
108.0	0	109	0	107
109.0	0	105	0	92
110.0	0	93	0	92
111.0	0	77	0	78
112.0	0	95	0	104
113.0	0	102	0	102
114.0	0	83	0	70
115.0	0	87	0	83
116.0	0	73	0	84
117.0	0	80	0	69
118.0	0	79	0	85
119.0	0	79	0	73
120.0	0	88	0	78
121.0	0	70	0	82
122.0	0	77	0	77
123.0	0	79	0	73
124.0	0	73	0	66
125.0	0	61	0	56
126.0	0	63	0	66
127.0	0	68	0	65
128.0	0	66	0	74
129.0	0	67	0	72
130.0	0	69	0	69
131.0	0	69	0	58
132.0	0	65	0	60
133.0	0	54	0	60
134.0	0	62	0	55
135.0	0	60	0	63
136.0	0	45	0	60
137.0	0	74	0	67
138.0	0	63	0	61
139.0	0	58	0	62
140.0	0	65	0	45
141.0	0	40	0	50
142.0	0	49	0	55
143.0	0	51	0	48
144.0	0	41	0	45
145.0	0	60	0	48
146.0	0	45	0	44
147.0	0	48	0	42
148.0	0	46	0	41
149.0	0	32	0	38
150.0	0	33	0	41
151.0	0	44	0	42
152.0	0	51	0	47
153.0	0	36	0	44
154.0	0	44	0	36
155.0	0	37	0	41
156.0	0	48	0	47
157.0	0	47	0	35
158.0	0	42	0	40
159.0	0	35	0	35
160.0	0	26	0	35
161.0	0	37	0	33
162.0	0	38	0	44
163.0	0	30	0	21
164.0	0	40	0	34
165.0	0	36	0	34
166.0	0	27	0	41
167.0	0	38	0	22
168.0	0	34	0	36
169.0	0	28	0	35
170.0	0	31	0	26
171.0	0	29	0	35
172.0	0	35	0	29
173.0	0	27	0	31
174.0	0	24	0	28
175.0	0	24	0	28
176.0	0	37	0	27
177.0	0	31	0	28
178.0	0	27	0	27
179.0	0	28	0	29
180.0	0	26	0	29
181.0	0	28	0	23
182.0	0	20	0	30
183.0	0	34	0	30
184.0	0	16	0	25
185.0	0	38	0	32
186.0	0	33	0	18
187.0	0	22	0	14
188.0	0	23	0	26
189.0	0	19	0	19
190.0	0	22	0	25
191.0	0	15	0	11
192.0	0	18	0	20
193.0	0	19	0	18
194.0	0	17	0	26
195.0	0	28	0	20
196.0	0	19	0	14
197.0	0	20	0	21
198.0	0	21	0	23
199.0	0	19	0	17
200.0	0	19	0	16
201.0	0	17	0	12
202.0	0	11	0	19
203.0	0	13	0	12
204.0	0	14	0	16
205.0	0	17	0	19
206.0	0	16	0	20
207.0	0	19	0	17
208.0	0	19	0	15
209.0	0	19	0	15
210.0	0	20	0	21
211.0	0	17	0	16
212.0	0	13	0	22
213.0	0	24	0	18
214.0	0	14	0	15
215.0	0	16	0	12
216.0	0	15	0	15
217.0	0	14	0	18
218.0	0	10	0	10
219.0	0	15	0	14
220.0	0	7	0	21
221.0	0	23	0	14
222.0	0	21	0	16
223.0	0	13	0	9
224.0	0	14	0	15
225.0	0	15	0	10
226.0	0	10	0	11
227.0	0	11	0	10
228.0	0	10	0	11
229.0	0	13	0	12
230.0	0	7	0	12
231.0	0	13	0	13
232.0	0	22	0	17
233.0	0	13	0	16
234.0	0	10	0	10
235.0	0	15	0	13
236.0	0	10	0	11
237.0	0	11	0	15
238.0	0	18	0	9
239.0	0	9	0	12
240.0	0	13	0	12
241.0	0	9	0	5
242.0	0	9	0	4
243.0	0	10	0	10
244.0	0	8	0	11
245.0	0	5	0	13
246.0	0	9	0	10
247.0	0	11	0	10
248.0	0	10	0	10
249.0	0	15	0	11
250.0	0	14	0	9
251.0	0	7	0	11
252.0	0	5	0	8
253.0	0	13	0	9
254.0	0	10	0	10
255.0	0	5	0	8
256.0	0	10	0	8
257.0	0	8	0	17
258.0	0	8	0	4
259.0	0	11	0	13
260.0	0	15	0	5
261.0	0	5	0	7
262.0	0	11	0	12
263.0	0	10	0	8
264.0	0	11	0	9
265.0	0	11	0	12
266.0	0	7	0	8
267.0	0	5	0	11
268.0	0	7	0	11
269.0	0	10	0	7
270.0	0	10	0	6
271.0	0	13	0	10
272.0	0	6	0	8
273.0	0	9	0	11
274.0	0	8	0	11
275.0	0	4	0	10
276.0	0	7	0	6
277.0	0	16	0	12
278.0	0	7	0	6
279.0	0	12	0	9
280.0	0	7	0	9
281.0	0	16	0	6
282.0	0	3	0	3
283.0	0	7	0	6
284.0	0	4	0	7
285.0	0	8	0	5
286.0	0	5	0	8
287.0	0	6	0	10
288.0	0	10	0	8
289.0	0	5	0	7
290.0	0	11	0	9
291.0	0	5	0	8
292.0	0	6	0	11
293.0	0	9	0	8
294.0	0	12	0	9
295.0	0	5	0	6
296.0	0	6	0	2
297.0	0	7	0	6
298.0	0	7	0	7
299.0	0	8	0	5
300.0	0	3	0	3
301.0	0	7	0	6
302.0	0	5	0	9
303.0	0	7	0	4
304.0	0	4	0	4
305.0	0	7	0	6
306.0	0	4	0	5
307.0	0	6	0	3
308.0	0	4	0	5
309.0	0	3	0	5
310.0	0	9	0	6
311.0	0	4	0	4
312.0	0	4	0	5
313.0	0	1	0	6
314.0	0	1	0	4
315.0	0	4	0	6
316.0	0	9	0	7
317.0	0	3	0	6
318.0	0	13	0	5
319.0	0	4	0	4
320.0	0	9	0	5
321.0	0	5	0	7
322.0	0	6	0	4
323.0	0	5	0	1
324.0	0	6	0	3
325.0	0	0	0	3
326.0	0	5	0	4
327.0	0	4	0	4
328.0	0	3	0	5
329.0	0	1	0	5
330.0	0	4	0	5
331.0	0	4	0	5
332.0	0	5	0	4
333.0	0	5	0	4
334.0	0	8	0	5
335.0	0	3	0	6
336.0	0	2	0	4
337.0	0	5	0	3
338.0	0	5	0	7
339.0	0	6	0	4
340.0	0	5	0	3
341.0	0	7	0	1
342.0	0	4	0	3
343.0	0	2	0	1
344.0	0	1	0	8
345.0	0	1	0	5
346.0	0	2	0	0
347.0	0	4	0	5
348.0	0	5	0	4
349.0	0	5	0	3
350.0	0	7	0	5
351.0	0	2	0	5
352.0	0	5	0	4
353.0	0	2	0	9
354.0	0	11	0	3
355.0	0	3	0	4
356.0	0	4	0	3
357.0	0	1	0	7
358.0	0	5	0	0
359.0	0	4	0	4
360.0	0	3	0	1
361.0	0	3	0	5
362.0	0	4	0	2
363.0	0	4	0	4
364.0	0	1	0	3
365.0	0	5	0	3
366.0	0	2	0	3
367.0	0	4	0	9
368.0	0	5	0	2
369.0	0	5	0	2
370.0	0	0	0	6
371.0	0	2	0	5
372.0	0	7	0	5
373.0	0	6	0	3
374.0	0	2	0	5
375.0	0	5	0	3
376.0	0	3	0	2
377.0	0	7	0	1
378.0	0	2	0	3
379.0	0	3	0	5
380.0	0	1	0	5
381.0	0	3	0	6
382.0	0	4	0	2
383.0	0	3	0	5
384.0	0	3	0	3
385.0	0	9	0	4
386.0	0	4	0	1
387.0	0	1	0	1
388.0	0	2	0	6
389.0	0	4	0	2
390.0	0	2	0	0
391.0	0	1	0	2
392.0	0	3	0	1
393.0	0	1	0	0
394.0	0	2	0	3
395.0	0	4	0	3
396.0	0	1	0	3
397.0	0	2	0	4
398.0	0	4	0	1
399.0	0	1	0	2
400.0	0	3	0	1
401.0	0	2	0	3
402.0	0	1	0	5
403.0	0	3	0	2
404.0	0	2	0	2
405.0	0	2	0	2
406.0	0	4	0	1
407.0	0	2	0	1
408.0	0	3	0	1
409.0	0	1	0	1
410.0	0	1	0	1
411.0	0	2	0	2
412.0	0	0	0	1
413.0	0	3	0	4
414.0	0	1	0	5
415.0	0	1	0	2
416.0	0	4	0	2
417.0	0	0	0	1
418.0	0	4	0	1
419.0	0	4	0	2
420.0	0	2	0	4
421.0	0	3	0	4
422.0	0	1	0	3
423.0	0	2	0	1
424.0	0	2	0	1
425.0	0	3	0	3
426.0	0	2	0	1
427.0	0	4	0	3
428.0	0	1	0	2
429.0	0	1	0	0
430.0	0	1	0	0
431.0	0	2	0	2
432.0	0	0	0	1
433.0	0	1	0	2
434.0	0	1	0	1
435.0	0	3	0	1
436.0	0	1	0	2
437.0	0	4	0	2
438.0	0	0	0	2
439.0	0	3	0	3
440.0	0	1	0	1
441.0	0	5	0	2
442.0	0	1	0	1
443.0	0	1	0	3
444.0	0	1	0	2
445.0	0	0	0	1
446.0	0	2	0	0
447.0	0	1	0	2
448.0	0	3	0	2
449.0	0	2	0	3
450.0	0	1	0	0
451.0	0	1	0	0
452.0	0	2	0	1
453.0	0	3	0	3
454.0	0	0	0	1
455.0	0	2	0	2
456.0	0	0	0	1
457.0	0	2	0	6
458.0	0	0	0	3
459.0	0	4	0	1
460.0	0	4	0	2
462.0	0	2	0	1
464.0	0	4	0	0
465.0	0	1	0	3
466.0	0	1	0	1
467.0	0	2	0	3
468.0	0	2	0	0
469.0	0	1	0	0
470.0	0	1	0	1
471.0	0	2	0	1
474.0	0	1	0	3
475.0	0	1	0	2
476.0	0	2	0	1
478.0	0	1	0	0
479.0	0	0	0	1
480.0	0	2	0	0
481.0	0	1	0	2
482.0	0	1	0	2
483.0	0	0	0	2
484.0	0	0	0	1
485.0	0	1	0	0
486.0	0	1	0	5
487.0	0	2	0	3
488.0	0	4	0	0
489.0	0	2	0	1
490.0	0	1	0	2
491.0	0	2	0	2
492.0	0	1	0	0
493.0	0	0	0	2
494.0	0	3	0	2
495.0	0	1	0	5
496.0	0	1	0	1
497.0	0	3	0	0
498.0	0	3	0	1
499.0	0	3	0	3
500.0	0	1	0	0
501.0	0	2	0	0
502.0	0	1	0	2
503.0	0	0	0	2
504.0	0	2	0	0
505.0	0	2	0	1
507.0	0	1	0	1
508.0	0	1	0	3
509.0	0	2	0	1
511.0	0	3	0	1
512.0	0	1	0	1
513.0	0	0	0	1
514.0	0	0	0	1
515.0	0	1	0	1
516.0	0	1	0	0
517.0	0	1	0	0
518.0	0	0	0	2
519.0	0	1	0	2
520.0	0	0	0	1
521.0	0	1	0	1
522.0	0	3	0	3
524.0	0	2	0	2
525.0	0	1	0	0
526.0	0	2	0	2
527.0	0	3	0	0
529.0	0	0	0	1
531.0	0	1	0	0
532.0	0	1	0	0
534.0	0	0	0	3
535.0	0	0	0	1
536.0	0	0	0	1
537.0	0	1	0	0
538.0	0	1	0	0
539.0	0	0	0	2
540.0	0	2	0	2
541.0	0	1	0	0
542.0	0	1	0	0
543.0	0	1	0	2
544.0	0	1	0	0
545.0	0	2	0	0
547.0	0	0	0	1
549.0	0	1	0	0
550.0	0	0	0	1
552.0	0	0	0	2
553.0	0	1	0	0
554.0	0	1	0	1
555.0	0	0	0	1
556.0	0	1	0	2
557.0	0	1	0	1
558.0	0	0	0	1
559.0	0	1	0	0
560.0	0	1	0	0
561.0	0	1	0	0
562.0	0	3	0	0
564.0	0	1	0	0
565.0	0	0	0	1
566.0	0	0	0	2
568.0	0	1	0	0
569.0	0	0	0	2
571.0	0	1	0	0
572.0	0	1	0	0
573.0	0	0	0	1
574.0	0	1	0	1
575.0	0	0	0	1
579.0	0	1	0	1
580.0	0	0	0	1
581.0	0	3	0	0
582.0	0	2	0	0
583.0	0	0	0	1
587.0	0	0	0	2
588.0	0	1	0	0
589.0	0	0	0	2
590.0	0	1	0	2
592.0	0	1	0	0
593.0	0	2	0	1
594.0	0	0	0	1
595.0	0	0	0	2
596.0	0	1	0	2
598.0	0	1	0	0
599.0	0	1	0	1
600.0	0	1	0	3
601.0	0	1	0	0
602.0	0	2	0	1
603.0	0	0	0	1
604.0	0	2	0	2
605.0	0	2	0	0
606.0	0	0	0	1
607.0	0	2	0	0
609.0	0	1	0	0
610.0	0	0	0	2
611.0	0	2	0	1
614.0	0	0	0	1
615.0	0	1	0	0
616.0	0	1	0	0
619.0	0	1	0	1
620.0	0	2	0	2
622.0	0	0	0	1
623.0	0	1	0	1
625.0	0	1	0	0
626.0	0	0	0	1
627.0	0	0	0	1
628.0	0	2	0	0
629.0	0	1	0	0
630.0	0	1	0	1
632.0	0	0	0	1
635.0	0	0	0	2
636.0	0	2	0	2
638.0	0	1	0	0
639.0	0	1	0	0
640.0	0	2	0	0
646.0	0	0	0	1
647.0	0	1	0	0
649.0	0	0	0	1
652.0	0	0	0	1
654.0	0	1	0	0
657.0	0	1	0	1
658.0	0	1	0	0
659.0	0	1	0	0
660.0	0	0	0	1
662.0	0	0	0	1
665.0	0	1	0	0
667.0	0	0	0	1
668.0	0	0	0	1
669.0	0	1	0	1
673.0	0	0	0	2
674.0	0	0	0	1
675.0	0	2	0	0
677.0	0	0	0	1
678.0	0	1	0	0
680.0	0	2	0	1
681.0	0	0	0	1
683.0	0	1	0	1
684.0	0	1	0	0
685.0	0	1	0	1
688.0	0	1	0	0
691.0	0	2	0	0
695.0	0	0	0	2
698.0	0	0	0	1
699.0	0	1	0	0
700.0	0	1	0	1
701.0	0	0	0	1
702.0	0	1	0	0
704.0	0	0	0	2
705.0	0	1	0	1
706.0	0	0	0	1
707.0	0	1	0	0
709.0	0	1	0	0
711.0	0	1	0	0
713.0	0	0	0	1
715.0	0	1	0	0
717.0	0	2	0	0
720.0	0	0	0	1
722.0	0	0	0	1
723.0	0	0	0	1
724.0	0	1	0	1
727.0	0	0	0	1
728.0	0	0	0	1
731.0	0	3	0	0
732.0	0	2	0	0
738.0	0	0	0	1
741.0	0	0	0	1
742.0	0	1	0	0
750.0	0	1	0	0
751.0	0	0	0	1
755.0	0	1	0	0
763.0	0	0	0	1
768.0	0	1	0	0
769.0	0	0	0	1
771.0	0	0	0	1
772.0	0	0	0	3
774.0	0	1	0	0
776.0	0	1	0	0
778.0	0	1	0	0
779.0	0	0	0	1
781.0	0	1	0	0
783.0	0	1	0	0
787.0	0	1	0	1
795.0	0	1	0	0
813.0	0	0	0	1
817.0	0	0	0	1
820.0	0	0	0	1
822.0	0	0	0	1
824.0	0	1	0	0
825.0	0	1	0	0
828.0	0	1	0	1
830.0	0	1	0	0
838.0	0	1	0	1
842.0	0	1	0	0
844.0	0	0	0	1
859.0	0	1	0	0
862.0	0	0	0	1
868.0	0	0	0	1
873.0	0	1	0	1
874.0	0	0	0	1
878.0	0	1	0	0
881.0	0	1	0	0
883.0	0	1	0	0
889.0	0	0	0	1
893.0	0	0	0	1
895.0	0	1	0	0
900.0	0	1	0	0
910.0	0	0	0	1
911.0	0	0	0	1
914.0	0	1	0	0
919.0	0	0	0	2
920.0	0	1	0	0
925.0	0	0	0	1
926.0	0	1	0	0
930.0	0	1	0	0
940.0	0	1	0	0
952.0	0	0	0	1
957.0	0	1	0	0
959.0	0	0	0	1
973.0	0	1	0	0
1002.0	0	0	0	1
1023.0	0	1	0	0
1040.0	0	0	0	1
1046.0	0	0	0	1
1050.0	0	1	0	0
1055.0	0	0	0	1
1057.0	0	1	0	0
1064.0	0	1	0	0
1107.0	0	0	0	1
1116.0	0	0	0	2
1119.0	0	0	0	1
1120.0	0	1	0	0
1121.0	0	0	0	1
1126.0	0	1	0	0
1127.0	0	1	0	1
1131.0	0	2	0	0
1134.0	0	1	0	0
1149.0	0	0	0	1
1156.0	0	0	0	1
1158.0	0	1	0	0
1162.0	0	1	0	0
1163.0	0	0	0	1
1173.0	0	1	0	0
1251.0	0	0	0	1
1259.0	0	1	0	0
1301.0	0	0	0	1
1312.0	0	1	0	0
1371.0	0	0	0	1
1387.0	0	1	0	0
1396.0	0	0	0	1
1412.0	0	1	0	0
1421.0	0	0	0	1
1428.0	0	1	0	0
1533.0	0	0	0	1
1550.0	0	1	0	0
1708.0	0	0	0	1
1727.0	0	1	0	0
2025.0	0	0	0	1
2047.0	0	1	0	0
3282.0	0	0	0	1
3317.0	0	1	0	0

