## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --INPUT data/mapped_data/ATAC_D0_repl_2_no_tx_S39_trimmed_Aligned.sortedByCoord.out.bam --OUTPUT data/mapped_data/ATAC_D0_repl_2_no_tx_S39_trimmed_Aligned.sortedByCoord.dupMarker.out.bam --METRICS_FILE qc_reports/mapping_reads/ATAC_D0_repl_2_no_tx_S39_trimmed_marked_dup_metrics.txt --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --TAGGING_POLICY DontTag --CLEAR_DT true --DUPLEX_UMI false --ADD_PG_TAG_TO_READS true --REMOVE_DUPLICATES false --ASSUME_SORTED false --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --VERBOSITY INFO --QUIET false --VALIDATION_STRINGENCY STRICT --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --GA4GH_CLIENT_SECRETS client_secrets.json --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Thu Aug 19 03:33:12 PDT 2021

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1785	50553121	18336377	0	1143	27665590	569964	0.547259	27232257

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	optical_sets	non_optical_sets
759.0	0	3	0	2
760.0	0	1	0	3
761.0	0	2	0	0
762.0	0	4	0	3
763.0	0	6	0	1
764.0	0	2	0	2
765.0	0	4	0	2
767.0	0	1	0	1
768.0	0	3	0	2
769.0	0	1	0	2
770.0	0	0	0	2
771.0	0	2	0	2
772.0	0	1	0	2
773.0	0	4	0	0
774.0	0	0	0	2
775.0	0	1	0	3
776.0	0	4	0	1
777.0	0	0	0	1
778.0	0	1	0	1
779.0	0	4	0	2
780.0	0	0	0	3
781.0	0	1	0	1
782.0	0	1	0	4
783.0	0	4	0	3
784.0	0	0	0	3
785.0	0	0	0	2
786.0	0	1	0	1
787.0	0	1	0	2
788.0	0	3	0	0
789.0	0	3	0	2
790.0	0	1	0	2
791.0	0	2	0	1
792.0	0	2	0	3
793.0	0	3	0	4
794.0	0	2	0	1
795.0	0	1	0	3
796.0	0	5	0	5
797.0	0	3	0	2
798.0	0	5	0	1
799.0	0	1	0	2
800.0	0	1	0	1
801.0	0	3	0	3
802.0	0	2	0	1
803.0	0	2	0	2
804.0	0	5	0	2
805.0	0	2	0	3
806.0	0	2	0	2
807.0	0	1	0	3
808.0	0	1	0	0
809.0	0	1	0	2
810.0	0	1	0	2
811.0	0	2	0	1
812.0	0	4	0	0
813.0	0	4	0	1
814.0	0	2	0	1
815.0	0	1	0	3
816.0	0	2	0	1
817.0	0	0	0	2
818.0	0	1	0	1
819.0	0	0	0	5
820.0	0	0	0	3
821.0	0	0	0	1
822.0	0	0	0	3
823.0	0	4	0	1
824.0	0	3	0	3
825.0	0	2	0	2
826.0	0	1	0	1
827.0	0	2	0	2
828.0	0	3	0	4
829.0	0	0	0	1
830.0	0	2	0	0
831.0	0	3	0	0
832.0	0	3	0	2
833.0	0	3	0	2
834.0	0	2	0	0
835.0	0	1	0	0
836.0	0	2	0	2
837.0	0	2	0	0
838.0	0	1	0	2
839.0	0	4	0	3
840.0	0	3	0	2
841.0	0	1	0	1
842.0	0	0	0	1
843.0	0	2	0	4
844.0	0	0	0	4
845.0	0	0	0	1
846.0	0	0	0	1
847.0	0	4	0	4
848.0	0	2	0	0
849.0	0	3	0	4
850.0	0	2	0	2
851.0	0	1	0	4
852.0	0	2	0	1
854.0	0	2	0	2
855.0	0	2	0	1
856.0	0	5	0	4
858.0	0	1	0	1
859.0	0	3	0	0
860.0	0	1	0	0
861.0	0	2	0	0
862.0	0	3	0	4
863.0	0	2	0	1
864.0	0	3	0	2
865.0	0	1	0	0
866.0	0	1	0	3
867.0	0	1	0	1
868.0	0	1	0	1
869.0	0	0	0	1
870.0	0	3	0	3
871.0	0	1	0	1
872.0	0	3	0	4
873.0	0	1	0	1
874.0	0	2	0	1
875.0	0	0	0	1
876.0	0	1	0	1
877.0	0	3	0	2
878.0	0	2	0	0
879.0	0	0	0	1
880.0	0	1	0	1
881.0	0	1	0	1
882.0	0	3	0	0
883.0	0	2	0	0
884.0	0	2	0	4
886.0	0	0	0	1
887.0	0	0	0	1
888.0	0	0	0	2
889.0	0	1	0	1
890.0	0	2	0	2
891.0	0	0	0	2
892.0	0	2	0	1
893.0	0	2	0	3
894.0	0	0	0	2
895.0	0	0	0	1
896.0	0	0	0	1
897.0	0	4	0	1
898.0	0	3	0	0
899.0	0	2	0	3
900.0	0	1	0	1
901.0	0	0	0	2
902.0	0	3	0	0
903.0	0	1	0	1
904.0	0	1	0	0
906.0	0	3	0	1
907.0	0	1	0	2
908.0	0	0	0	2
909.0	0	1	0	2
910.0	0	1	0	0
911.0	0	1	0	1
912.0	0	1	0	5
913.0	0	1	0	1
915.0	0	2	0	2
916.0	0	3	0	3
917.0	0	1	0	0
918.0	0	0	0	2
919.0	0	4	0	0
920.0	0	0	0	1
921.0	0	1	0	3
922.0	0	1	0	3
923.0	0	2	0	3
924.0	0	3	0	0
925.0	0	1	0	0
926.0	0	2	0	1
927.0	0	3	0	2
928.0	0	0	0	2
929.0	0	1	0	2
930.0	0	2	0	1
931.0	0	3	0	2
932.0	0	1	0	1
933.0	0	2	0	0
934.0	0	1	0	0
935.0	0	2	0	1
936.0	0	1	0	2
937.0	0	1	0	2
938.0	0	0	0	1
939.0	0	1	0	0
940.0	0	2	0	2
941.0	0	1	0	0
942.0	0	1	0	1
943.0	0	2	0	3
944.0	0	1	0	2
945.0	0	4	0	2
946.0	0	0	0	1
947.0	0	0	0	5
948.0	0	0	0	2
949.0	0	3	0	1
950.0	0	0	0	1
951.0	0	2	0	0
952.0	0	2	0	0
953.0	0	1	0	0
954.0	0	2	0	2
955.0	0	2	0	0
956.0	0	4	0	4
957.0	0	1	0	0
958.0	0	1	0	1
960.0	0	1	0	1
961.0	0	1	0	2
962.0	0	1	0	0
963.0	0	2	0	1
964.0	0	2	0	1
965.0	0	0	0	2
966.0	0	1	0	3
967.0	0	1	0	0
969.0	0	1	0	2
971.0	0	3	0	2
972.0	0	2	0	0
973.0	0	0	0	4
974.0	0	1	0	2
975.0	0	1	0	1
976.0	0	2	0	0
978.0	0	0	0	1
979.0	0	0	0	1
980.0	0	3	0	1
981.0	0	1	0	3
982.0	0	1	0	0
983.0	0	3	0	1
984.0	0	1	0	1
985.0	0	1	0	1
986.0	0	2	0	1
987.0	0	1	0	2
988.0	0	0	0	1
989.0	0	2	0	3
990.0	0	1	0	3
991.0	0	0	0	1
992.0	0	2	0	0
993.0	0	1	0	1
994.0	0	1	0	1
996.0	0	0	0	1
997.0	0	2	0	0
998.0	0	3	0	2
999.0	0	1	0	1
1000.0	0	4	0	2
1001.0	0	1	0	1
1002.0	0	2	0	0
1004.0	0	1	0	0
1005.0	0	1	0	1
1006.0	0	0	0	3
1007.0	0	2	0	1
1008.0	0	0	0	1
1009.0	0	1	0	2
1011.0	0	0	0	1
1012.0	0	2	0	1
1013.0	0	0	0	1
1014.0	0	0	0	5
1015.0	0	1	0	1
1016.0	0	0	0	2
1017.0	0	0	0	1
1018.0	0	2	0	1
1019.0	0	2	0	0
1020.0	0	1	0	0
1021.0	0	1	0	3
1022.0	0	2	0	1
1023.0	0	3	0	2
1024.0	0	3	0	3
1025.0	0	4	0	0
1026.0	0	1	0	0
1027.0	0	1	0	0
1029.0	0	0	0	2
1030.0	0	0	0	2
1031.0	0	1	0	3
1032.0	0	2	0	4
1033.0	0	1	0	2
1034.0	0	0	0	1
1035.0	0	2	0	2
1036.0	0	0	0	2
1037.0	0	3	0	0
1038.0	0	1	0	0
1039.0	0	0	0	1
1041.0	0	4	0	1
1042.0	0	2	0	0
1043.0	0	2	0	3
1044.0	0	3	0	1
1045.0	0	4	0	0
1046.0	0	0	0	1
1047.0	0	0	0	2
1048.0	0	2	0	0
1049.0	0	2	0	1
1050.0	0	1	0	0
1051.0	0	1	0	3
1053.0	0	1	0	0
1054.0	0	1	0	1
1055.0	0	1	0	0
1056.0	0	2	0	0
1057.0	0	0	0	1
1058.0	0	1	0	0
1060.0	0	1	0	3
1062.0	0	1	0	0
1063.0	0	2	0	0
1064.0	0	2	0	0
1070.0	0	1	0	0
1072.0	0	1	0	1
1073.0	0	0	0	1
1074.0	0	0	0	2
1075.0	0	1	0	0
1077.0	0	0	0	1
1079.0	0	1	0	1
1081.0	0	1	0	0
1083.0	0	1	0	2
1084.0	0	1	0	0
1086.0	0	0	0	1
1087.0	0	1	0	1
1089.0	0	1	0	0
1090.0	0	0	0	1
1091.0	0	1	0	0
1092.0	0	0	0	2
1094.0	0	1	0	1
1095.0	0	0	0	2
1096.0	0	1	0	1
1099.0	0	1	0	1
1101.0	0	1	0	2
1103.0	0	1	0	2
1104.0	0	2	0	0
1106.0	0	0	0	1
1107.0	0	1	0	0
1109.0	0	1	0	1
1111.0	0	3	0	2
1112.0	0	1	0	1
1113.0	0	1	0	1
1114.0	0	0	0	2
1115.0	0	1	0	2
1116.0	0	0	0	1
1118.0	0	1	0	0
1119.0	0	2	0	1
1121.0	0	0	0	1
1125.0	0	2	0	1
1126.0	0	1	0	0
1127.0	0	2	0	0
1128.0	0	1	0	0
1129.0	0	1	0	0
1131.0	0	1	0	0
1132.0	0	0	0	1
1133.0	0	3	0	0
1134.0	0	0	0	1
1136.0	0	0	0	3
1138.0	0	0	0	2
1139.0	0	0	0	1
1142.0	0	1	0	1
1143.0	0	1	0	0
1144.0	0	1	0	0
1145.0	0	1	0	1
1148.0	0	1	0	1
1149.0	0	0	0	1
1151.0	0	1	0	0
1152.0	0	0	0	2
1153.0	0	2	0	0
1154.0	0	0	0	2
1155.0	0	0	0	1
1157.0	0	1	0	0
1158.0	0	1	0	0
1159.0	0	1	0	1
1161.0	0	1	0	0
1163.0	0	0	0	1
1164.0	0	1	0	0
1166.0	0	2	0	0
1167.0	0	0	0	2
1169.0	0	1	0	0
1170.0	0	0	0	1
1171.0	0	0	0	2
1172.0	0	0	0	1
1175.0	0	1	0	1
1176.0	0	1	0	0
1177.0	0	1	0	0
1178.0	0	1	0	0
1180.0	0	2	0	0
1181.0	0	0	0	1
1182.0	0	0	0	1
1183.0	0	1	0	2
1184.0	0	1	0	0
1185.0	0	1	0	2
1186.0	0	0	0	1
1188.0	0	1	0	0
1192.0	0	1	0	3
1196.0	0	1	0	2
1197.0	0	1	0	0
1198.0	0	2	0	1
1199.0	0	0	0	1
1200.0	0	1	0	0
1203.0	0	1	0	0
1204.0	0	0	0	2
1205.0	0	3	0	1
1206.0	0	2	0	0
1207.0	0	0	0	2
1208.0	0	1	0	1
1210.0	0	0	0	1
1211.0	0	0	0	1
1213.0	0	0	0	1
1217.0	0	1	0	2
1219.0	0	1	0	0
1220.0	0	3	0	1
1221.0	0	1	0	2
1222.0	0	1	0	1
1223.0	0	1	0	1
1224.0	0	1	0	1
1225.0	0	0	0	3
1226.0	0	0	0	1
1227.0	0	0	0	2
1228.0	0	2	0	0
1231.0	0	1	0	0
1232.0	0	2	0	1
1234.0	0	2	0	0
1235.0	0	2	0	0
1236.0	0	1	0	1
1237.0	0	1	0	1
1238.0	0	2	0	0
1239.0	0	1	0	0
1240.0	0	1	0	0
1242.0	0	0	0	1
1246.0	0	1	0	1
1247.0	0	0	0	2
1249.0	0	0	0	1
1251.0	0	1	0	1
1253.0	0	0	0	2
1254.0	0	1	0	0
1255.0	0	1	0	1
1256.0	0	0	0	1
1257.0	0	0	0	1
1258.0	0	2	0	0
1259.0	0	1	0	2
1260.0	0	1	0	0
1263.0	0	0	0	2
1266.0	0	2	0	0
1268.0	0	3	0	1
1269.0	0	1	0	0
1270.0	0	0	0	1
1271.0	0	1	0	0
1272.0	0	1	0	0
1273.0	0	1	0	1
1279.0	0	2	0	0
1281.0	0	0	0	3
1282.0	0	1	0	0
1284.0	0	0	0	1
1285.0	0	0	0	1
1286.0	0	1	0	0
1295.0	0	1	0	1
1297.0	0	2	0	1
1298.0	0	1	0	1
1299.0	0	0	0	1
1303.0	0	1	0	0
1307.0	0	1	0	1
1308.0	0	0	0	1
1309.0	0	2	0	1
1310.0	0	1	0	0
1311.0	0	0	0	1
1313.0	0	1	0	0
1319.0	0	1	0	0
1322.0	0	0	0	1
1323.0	0	0	0	1
1324.0	0	1	0	0
1325.0	0	1	0	1
1332.0	0	1	0	0
1333.0	0	1	0	0
1334.0	0	0	0	1
1339.0	0	1	0	0
1340.0	0	0	0	1
1341.0	0	0	0	1
1343.0	0	0	0	2
1344.0	0	1	0	2
1351.0	0	0	0	1
1352.0	0	1	0	0
1353.0	0	0	0	1
1354.0	0	1	0	0
1356.0	0	1	0	2
1358.0	0	1	0	0
1361.0	0	1	0	0
1362.0	0	1	0	1
1363.0	0	0	0	1
1364.0	0	1	0	0
1365.0	0	0	0	1
1366.0	0	0	0	1
1367.0	0	2	0	0
1372.0	0	1	0	1
1375.0	0	0	0	1
1376.0	0	1	0	0
1377.0	0	0	0	3
1378.0	0	1	0	0
1380.0	0	0	0	1
1381.0	0	1	0	1
1384.0	0	0	0	1
1386.0	0	1	0	0
1387.0	0	1	0	0
1388.0	0	1	0	1
1390.0	0	1	0	0
1391.0	0	1	0	0
1392.0	0	1	0	1
1396.0	0	1	0	0
1399.0	0	1	0	0
1400.0	0	1	0	0
1401.0	0	0	0	1
1403.0	0	0	0	1
1406.0	0	0	0	1
1407.0	0	1	0	0
1408.0	0	0	0	2
1411.0	0	0	0	1
1412.0	0	1	0	0
1413.0	0	1	0	1
1416.0	0	0	0	1
1418.0	0	0	0	1
1419.0	0	2	0	0
1422.0	0	1	0	0
1424.0	0	2	0	1
1425.0	0	1	0	0
1429.0	0	1	0	0
1430.0	0	1	0	0
1431.0	0	0	0	1
1434.0	0	0	0	1
1442.0	0	1	0	0
1444.0	0	0	0	1
1445.0	0	1	0	2
1448.0	0	0	0	1
1449.0	0	1	0	0
1453.0	0	1	0	0
1456.0	0	0	0	1
1460.0	0	0	0	1
1463.0	0	1	0	1
1465.0	0	1	0	1
1467.0	0	1	0	0
1472.0	0	0	0	1
1473.0	0	1	0	1
1474.0	0	1	0	0
1475.0	0	1	0	0
1476.0	0	0	0	1
1481.0	0	1	0	0
1483.0	0	1	0	1
1486.0	0	1	0	0
1488.0	0	0	0	1
1492.0	0	1	0	0
1497.0	0	0	0	1
1498.0	0	0	0	1
1499.0	0	0	0	1
1502.0	0	0	0	1
1503.0	0	1	0	0
1507.0	0	1	0	0
1510.0	0	1	0	1
1513.0	0	1	0	0
1514.0	0	1	0	1
1518.0	0	1	0	1
1519.0	0	0	0	1
1525.0	0	0	0	1
1526.0	0	0	0	2
1527.0	0	2	0	0
1529.0	0	0	0	1
1531.0	0	1	0	0
1534.0	0	1	0	1
1535.0	0	0	0	1
1536.0	0	0	0	1
1541.0	0	0	0	2
1542.0	0	1	0	0
1543.0	0	2	0	0
1544.0	0	1	0	0
1545.0	0	2	0	1
1547.0	0	0	0	1
1550.0	0	0	0	1
1552.0	0	0	0	1
1553.0	0	1	0	0
1561.0	0	1	0	0
1562.0	0	2	0	0
1569.0	0	0	0	1
1571.0	0	1	0	0
1574.0	0	1	0	0
1576.0	0	1	0	0
1592.0	0	0	0	1
1595.0	0	1	0	0
1603.0	0	0	0	1
1607.0	0	0	0	1
1613.0	0	1	0	0
1616.0	0	0	0	1
1617.0	0	0	0	1
1620.0	0	1	0	0
1622.0	0	1	0	0
1633.0	0	1	0	0
1640.0	0	1	0	0
1644.0	0	0	0	1
1648.0	0	0	0	1
1657.0	0	1	0	0
1658.0	0	0	0	1
1665.0	0	1	0	1
1676.0	0	1	0	1
1677.0	0	1	0	0
1679.0	0	0	0	2
1687.0	0	0	0	1
1690.0	0	0	0	1
1693.0	0	1	0	1
1699.0	0	1	0	0
1700.0	0	0	0	1
1701.0	0	1	0	0
1704.0	0	0	0	1
1707.0	0	1	0	0
1711.0	0	2	0	0
1712.0	0	1	0	0
1715.0	0	0	0	1
1723.0	0	1	0	0
1726.0	0	0	0	1
1728.0	0	1	0	0
1741.0	0	1	0	0
1754.0	0	0	0	1
1778.0	0	0	0	1
1781.0	0	1	0	0
1783.0	0	0	0	1
1790.0	0	1	0	0
1805.0	0	1	0	0
1807.0	0	0	0	3
1818.0	0	0	0	1
1827.0	0	1	0	0
1835.0	0	1	0	0
1837.0	0	1	0	0
1842.0	0	0	0	1
1843.0	0	1	0	0
1844.0	0	0	0	1
1856.0	0	0	0	1
1864.0	0	1	0	0
1866.0	0	1	0	0
1877.0	0	1	0	0
1901.0	0	0	0	1
1905.0	0	0	0	1
1907.0	0	0	0	1
1908.0	0	0	0	1
1919.0	0	1	0	0
1920.0	0	0	0	1
1923.0	0	1	0	0
1924.0	0	1	0	0
1930.0	0	0	0	1
1931.0	0	1	0	0
1941.0	0	0	0	1
1942.0	0	1	0	0
1945.0	0	1	0	0
1958.0	0	0	0	1
1968.0	0	1	0	0
1973.0	0	0	0	1
1989.0	0	1	0	0
1992.0	0	1	0	0
2003.0	0	0	0	1
2006.0	0	0	0	1
2013.0	0	1	0	0
2031.0	0	1	0	1
2043.0	0	0	0	1
2051.0	0	0	0	1
2052.0	0	0	0	2
2059.0	0	1	0	0
2060.0	0	0	0	1
2061.0	0	1	0	0
2075.0	0	1	0	0
2078.0	0	2	0	0
2095.0	0	1	0	1
2097.0	0	0	0	1
2117.0	0	1	0	0
2118.0	0	1	0	0
2123.0	0	0	0	1
2156.0	0	1	0	1
2162.0	0	0	0	1
2172.0	0	0	0	1
2175.0	0	1	0	0
2179.0	0	0	0	1
2184.0	0	1	0	0
2206.0	0	1	0	0
2208.0	0	1	0	1
2241.0	0	1	0	0
2279.0	0	0	0	1
2303.0	0	1	0	0
2319.0	0	0	0	1
2326.0	0	0	0	2
2340.0	0	1	0	0
2351.0	0	1	0	0
2352.0	0	1	0	0
2410.0	0	0	0	1
2424.0	0	0	0	1
2435.0	0	1	0	0
2454.0	0	1	0	0
2556.0	0	0	0	1
2568.0	0	0	0	1
2594.0	0	1	0	0
2599.0	0	1	0	0
2767.0	0	0	0	1
2791.0	0	1	0	0
2816.0	0	0	0	1
2843.0	0	1	0	0
3016.0	0	0	0	1
3028.0	0	0	0	1
3040.0	0	1	0	0
3068.0	0	1	0	0
3085.0	0	0	0	1
3116.0	0	0	0	1
3117.0	0	1	0	0
3150.0	0	1	0	0
3395.0	0	0	0	1
3427.0	0	1	0	0
3535.0	0	0	0	1
3576.0	0	1	0	0
3721.0	0	0	0	1
3737.0	0	1	0	0
3814.0	0	0	0	1
3857.0	0	1	0	0
4305.0	0	0	0	1
4364.0	0	1	0	0

